"Time","cattle-monitoring-system","cattle-system","cilium-monitoring","default","falco","kube-system","longhorn-system","sock-shop"
2023-03-05 15:04:00,125221,75980,48904,0,0,0,0,8108
2023-03-05 15:08:00,22009,37521,16270,0,0,0,0,7616
2023-03-05 15:12:00,19392,114127,15288,0,0,0,0,8078
2023-03-05 15:16:00,19455,116902,15338,0,0,0,0,7674
2023-03-05 15:20:00,19884,110259,15189,0,0,0,0,7637
2023-03-05 15:24:00,17243,98424,16156,0,0,0,0,8022
2023-03-05 15:28:00,21949,16560,13794,0,0,0,0,7686
2023-03-05 15:32:00,20312,111166,36029,0,0,0,0,8038
2023-03-05 15:36:00,17172,114794,15670,0,0,0,0,7662
2023-03-05 15:40:00,22877,113157,15511,0,0,0,0,7740
2023-03-05 15:44:00,19928,69485,32523,0,0,0,0,7913
2023-03-05 15:48:00,17466,43888,16993,0,0,0,0,7646
2023-03-05 15:52:00,22022,112614,15991,0,0,0,0,7919
2023-03-05 15:56:00,13791,115424,15692,0,0,0,0,7835
2023-03-05 16:00:00,17816,112315,16072,17.0,0,0,0,7712
2023-03-05 16:04:00,311510,138800,153574,14903,0,0,0,7888
2023-03-05 16:08:00,16273,32672,16333,0,0,0,0,7664
2023-03-05 16:12:00,17061,110219,15902,0,0,0,0,8053
2023-03-05 16:16:00,16849,113875,33236,0,0,0,0,7706
2023-03-05 16:20:00,17381,115597,16091,0,0,0,0,7801
2023-03-05 16:24:00,16804,76672,15899,0,0,0,0,8001
2023-03-05 16:28:00,18612,37071,15933,0,0,0,0,7526
2023-03-05 16:32:00,15553,111671,32705,0,0,0,0,8048
2023-03-05 16:36:00,16688,114753,16134,17.0,0,0,0,7751
2023-03-05 16:40:00,18293,111115,16056,0,0,0,0,7546
2023-03-05 16:44:00,15595,91114,15785,0,0,0,0,8223
2023-03-05 16:48:00,19423,21754,16201,0,0,0,0,7542
2023-03-05 16:52:00,21957,115623,15974,0,0,0,0,7847
2023-03-05 16:56:00,17034,111186,16016,0,0,0,0,7910
2023-03-05 17:00:00,19878,119623,15737,0,0,0,0,7669

