"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-15 17:26:00,0,12139,36315,160642,0,1943,129,163,32.9,121,2015,66.2,422,0,7116,79.5,3.93,146,87.5,0,17618,1969,124,31.8,1635,66.9,19,335,0,0,117,149,0,12139,0,19949,78496,0,194,30.3,95.7,23.5,29.0,2328,41,6281,0,1100,3616,4.36,134,66.9,0,17510,226,29.0,25.7,16303,42.1,38.5,402,0,0,27.7,574,0
2023-03-15 17:28:00,0,13076,36408,160995,0,1933,119,161,30.7,116,2016,66.3,418,0,7137,117,3.27,148,86.6,0,17622,1960,129,31.6,1683,67.2,19,363,0,0,122,154,0,13076,0,20936,79640,0.389,186,27.7,93.8,21.5,27.7,2321,41.4,6287,0.389,1096,3624,3.27,134,65.8,0.389,17508,221,30.3,25.5,16300,42.8,38.5,446,0,0,29.0,575,0
2023-03-15 17:30:00,0,10676,58960,202203,0,1723,130,160,30.7,126,1804,65.9,1718,0,6665,80.9,4.30,146,86.3,0,17607,1738,118,31.6,1468,66.6,375,380,0,0,117,21952,0,10676,0,21296,80840,0,198,30.3,92.3,21.2,30.3,2198,41.4,25796,0,1090,3635,4.68,134,65.1,0,17491,213,27.7,25.5,16318,41.7,669,478,0,0,27.7,24512,0
2023-03-15 17:32:00,0,11479,48620,174738,0,1947,125,162,32.9,121,2007,65.8,1263,0,7137,79.6,5.43,148,87.9,0,17623,1969,129,31.6,1639,66.3,375,385,0,0,128,11164,0,11479,0,21014,80497,0,204,29.0,93.7,22.7,29.0,2305,41.4,16197,0,1105,3610,6.23,132,66.6,0,17500,227,30.3,25.5,16423,42.1,669,489,0,0,30.3,12677,0
2023-03-15 17:34:00,0,10021,35652,153236,0,1727,130,161,33.5,126,1806,65.8,418,0,6676,78.5,3.97,149,87.5,0,17610,1756,117,31.6,1458,66.8,19,335,0,0,122,155,0,10021,0,17847,75562,0,194,35.2,99.4,24.6,30.3,2196,40.6,6286,0,1101,3592,3.97,131,67.3,0,17505,230,27.7,25.5,16424,41.8,38.5,399,0,0,29.0,578,0
2023-03-15 17:36:00,0,12072,36339,162186,0,1943,130,160,32.1,121,2024,65.7,419,0,7099,77.8,4.77,147,87.3,0,17618,1967,129,32.0,1625,67.7,19,346,0,0,128,151,0.389,12072,0,19888,78525,0,192,30.3,97.2,22.3,29.0,2334,42.5,6285,0,1107,3616,5.16,133,66.9,0,17501,224,30.3,26.0,16291,42.2,38.5,418,0,0,30.3,570,0
2023-03-15 17:38:00,0,12054,36400,165325,0,1940,119,167,32.2,121,2036,65.7,421,0,7179,120,3.97,147,88.1,0,17615,1955,117,32.3,1607,66.0,19,357,0,0,121,157,0.389,12054,0,19861,78767,0,195,27.7,106,20.9,29.0,2331,42.5,6283,0,1110,3649,3.97,135,67,0,17506,209,27.7,26.2,16300,41.4,38.5,436,0,0,29.0,584,0
2023-03-15 17:40:00,0,9581,58744,178750,0,1739,130,159,32.1,126,1799,65.8,1720,0,6722,81.9,7.01,146,88.3,0,17619,1763,129,32.3,1424,66.4,375,377,0,0,122,21791,0,9581,0,20161,79141,0,198,30.3,90.3,23.4,30.3,2189,42.1,25629,0,1143,3711,7.09,133,66.5,0,17505,222,30.3,26.2,16288,41,669,471,0,0,29.4,24305,0.389
2023-03-15 17:42:00,0,11084,59550,186849,0,1938,130,160,30.7,126,2011,65.9,1720,0.389,7144,79.4,4.07,149,88.6,0,17608,1976,135,32.3,1619,66.5,375,383,0,0,127,21791,0,11084,0,21664,81709,0,200,30.3,91.6,21.2,35.2,2292,41.7,25633,0,1171,3655,4.46,131,67.4,0,17491,232,36.5,26.2,16290,41,669,483,0,0,30.7,24303,0.389
2023-03-15 17:44:00,0,10305,35512,153206,0,1711,118,163,32.9,121,1810,66.4,416,0.389,6697,79.5,2.30,148,87.5,0,17615,1739,129,32.3,1427,66.0,19,323,0.389,0,128,155,0,10305,0,18098,75881,0,185,27.7,96.8,28.0,33.9,2209,40.6,6288,0,1104,3633,2.69,135,66.6,0,17501,219,35.2,26.2,16309,40.3,38.5,380,0.389,0,30.3,584,0
2023-03-15 17:46:00,0,14361,36450,160712,0,1936,130,162,32.9,126,2037,66.7,421,0,7145,78.2,5.71,147,88.1,0.389,17606,1999,124,32.0,1640,66.8,19.0,356,0.389,0,122,153,0,14361,0,22175,81008,0,195,30.3,99.3,28.3,30.3,2336,41.4,6287,0,1094,3563,6.97,134,66.9,0,17500,225,29.0,26.0,16307,42.6,38.5,439,0.389,0,29.0,581,0
2023-03-15 17:48:00,0,14110,36441,161339,0,1937,136,160,31.5,132,2018,65.5,419,0,7143,120,3.93,147,88.2,0.389,17609,1959,135,31.6,1668,66.6,19,365,0,0,128,154,0,14110,0,21958,80926,0,194,31.6,91.9,28.2,31.6,2326,40.6,6284,0,1115,3647,4.32,140,67.3,0,17500,220,31.6,25.5,16292,42.2,38.5,446,0,0,35.3,579,0
2023-03-15 17:50:00,0,10711,53901,183187,0.389,1722,136,166,30.7,126,1785,66.0,1166,0,6688,80.6,3.50,147,88.1,0,17613,1743,129,31.6,1449,65.7,19,339,0,0,133,17828,0,10711,0,20301,79250,0,191,31.6,98.5,20.8,30.3,2178,40.3,22002,0,1087,3611,3.50,141,67.3,0,17497,221,30.3,25.5,16290,41.7,38.5,398,0,0,36.6,19911,0
2023-03-15 17:52:00,0,11118,59689,188790,0,1937,130,163,30.7,121,2001,66.3,1717,0,7181,79.8,4.77,146,87.5,0,17615,1960,123,31.8,1607,66.1,375,387,0,0,128,21959,0,11118,0,21686,81684,0,191,30.3,96.8,20.4,29.0,2291,41.7,25794,0,1117,3669,5.19,134,67.7,0,17492,222,29.0,25.7,16298,41,669,489,0,0,30.3,24424,0
2023-03-15 17:54:00,0,9984,35765,155206,0,1809,124,162,34.3,120,1850,66.7,423,0,6946,79.1,4.77,145,87.7,0,17618,1829,129,32.0,1500,65.8,19,334,0,0,122,178,0,9984,0,17793,75743,0,195,29.0,99.9,26.7,29.0,2198,42.7,6283,0,1100,3632,10.3,133,68.0,0,17504,215,30.7,26.0,16298,40.3,38.5,399,0,0,29.0,588,0
2023-03-15 17:56:00,0,12326,36105,182877,0,1877,130,162,32.1,132,1945,65.8,421,0,7021,79.8,5.81,147,87.9,0,17607,1882,123,31.6,1568,66.4,19,343,0,0,127,179,0,12326,0,20135,79057,0,210,30.3,99.1,22.3,31.6,2316,41.5,6283,0,1104,3656,12.0,133,66.6,0,17492,221,29.0,25.5,16296,42.1,38.5,412,0,0,30.3,584,0
2023-03-15 17:58:00,0,12836,36399,184831,0,1936,135,161,32.1,126,2018,65.7,421,0,7136,121,3.73,148,88.0,0,17627,1959,135,31.6,1614,66.5,19,356,0,0,128,158,0,12836,0,20642,79913,0,191,31.6,93.8,22.3,30.3,2320,40.6,6282,0,1095,3631,3.73,134,66.9,0,17500,218,31.6,25.5,16290,43.2,38.5,437,0,0,30.3,579,0
2023-03-15 18:00:00,0,10738,37566,155108,0,1712,130,163,32.9,126,1790,66.1,504,0,6668,80.7,4.30,147,87.5,0,17625,1743,140,31.8,1444,66.2,19,334,0,0,133,2097,0,10738,0,18747,76520,0,179,30.3,95.4,23.2,30.3,2193,41,8008,0,1092,3655,9.86,132,66.6,0,17513,220,32.9,25.7,16282,42.1,38.5,397,0,0,31.6,2707,0
2023-03-15 18:02:00,0,11471,59661,187007,0,1976,130,161,74.7,121,2011,66.6,1720,0,7159,80.2,4.97,148,87.7,0,17608,1990,129,32.7,1621,66.5,375,385,0,0,122,21839,0,11471,0,22046,81922,0,206,30.3,93.1,96.4,29.0,2309,41.7,25677,0,1119,3693,10.9,132,66.2,0,17501,219,30.3,26.2,16292,42.1,669,495,0,0,29.0,24399,0
2023-03-15 18:04:00,0,11511,36038,156426,0,1887,136,163,52.3,132,1918,67.2,423,0,6956,81.6,4.73,147,87.7,0,17609,1908,124,32.7,1557,66.0,19,333,0,0,128,165,0,11511,0,19313,77615,0,196,31.6,102,57.3,31.6,2217,42.9,6283,0,1067,3687,5.49,132,66.9,0,17491,223,29.0,26.2,16280,41.0,38.9,399,0,0,30.3,591,0
2023-03-15 18:06:00,0,10864,35804,159292,0,1795,124,160,32.1,121,1891,67.5,420,0,6810,81.9,3.27,148,87.5,0,17605,1808,135,31.8,1512,66.3,19,328,0,0.389,139,168,0,10864,0,18669,76693,0,194,29.0,96.9,22.7,29.0,2326,42.6,6281,0,1075,3703,3.27,135,67.3,0,17494,217,31.6,25.7,16277,42.5,38.9,393,0,0,32.9,583,0
2023-03-15 18:08:00,0,11776,36397,165318,0,1947,130,164,32.9,120,2017,67.0,420,0,7212,119,4.30,148,86.6,0,17625,1959,118,31.6,1622,66.9,19,364,0,0.389,122,171,0,11776,0,19602,78428,0,200,30.3,97.3,23.1,29.0,2333,41.8,6287,0,1108,3626,4.69,136,66.6,0,17500,222,27.7,25.5,16286,43.6,38.5,459,0,0,29.0,576,0
2023-03-15 18:10:00,0,10353,35517,152900,0,1718,124,162,30.7,121,1799,66.4,422,0,6688,81.8,5.33,149,87.5,0,17622,1734,129,31.6,1422,66.4,19,336,0,0,121,176,0,10353,0,18170,75824,0,194,29.4,94.0,20.8,29.0,2196,41.4,6287,0,1064,3642,6.17,132,67.3,0,17505,202,30.3,25.5,16269,42.5,38.5,405,0,0,29.0,577,0
2023-03-15 18:12:00,0,11156,59596,186826,0,1931,118,163,31.5,115,2009,65.8,1721,0,7121,79.2,3.69,149,87.9,0,17629,1966,130,31.6,1604,66.0,377,388,0,0,122,21788,0,11156,0,21737,81610,0,191,28.0,96.3,21.7,27.7,2304,41.4,25626,0,1087,3663,4.13,132,66.6,0,17506,228,30.3,25.5,16285,41.4,669,491,0,0,29.0,24348,0
2023-03-15 18:14:00,0,10652,36286,157644,0,1964,124,163,55.7,126,1977,66.2,422,0,7138,81.3,3.27,148,87.1,0,17643,1984,117,31.6,1625,65.8,19,339,0,0,116,155,0,10652,0,18482,76886,0,203,29.0,101,63.6,30.3,2201,41.7,6285,0,1124,3747,3.27,133,65.5,0,17511,217,27.7,25.5,16294,41,38.5,410,0,0,27.7,579,0
2023-03-15 18:16:00,0,11612,35589,179939,0,1730,124,158,61.2,115,1839,66.3,421,0,6671,81.1,4.54,145,85.6,0,17633,1752,129,32.0,1432,66.6,19,340,0,0,128,154,0,11612,0,19430,77766,0,188,29.0,90.3,68.7,27.7,2323,41.4,6286,0,1085,3709,4.89,133,65.1,0,17506,214,30.3,26.0,16292,43.2,38.5,411,0,0.389,30.3,575,0
2023-03-15 18:18:00,0,14334,36465,184910,0,1955,124,161,58.0,126,2022,66.0,422,0,7118,122,6.19,146,86.1,0,17627,1978,118,32.3,1621,67.0,19,356,0,0,117,151,0,14334,0,22159,81611,0,192,29.0,93.8,65.8,30.7,2336,40.6,6284,0,1097,3695,6.54,133,66.6,0,17512,214,27.7,26.2,16287,43.6,38.5,438,0,0,27.7,573,0
2023-03-15 18:20:00,0,11629,35561,153010,0,1729,130,163,30.7,126,1792,66.2,420,0,6714,80.5,5.69,148,87.7,0,17632,1753,124,32.0,1414,67.1,19,332,0,0,128,161,0,11629,0,19423,77192,0,196,30.3,95.6,20.8,30.3,2191,40.6,6280,0,1125,3694,6.51,133,69.1,0,17518,227,29.0,26.0,16290,42.8,38.5,396,0,0,30.3,590,0
2023-03-15 18:22:00,0.389,10290,59594,188774,0,1948,141,159,31.5,137,2008,66.2,1719,0,7174,80.2,3.27,150,87.5,0,17615,1962,135,31.6,1600,66.6,375,384,0,0,128,21771,0,10290,0.389,20851,80772,0,203,38.7,89.7,21.7,32.9,2297,41.7,25625,0,1146,3685,3.27,133,66.9,0,17506,223,31.6,25.5,16303,41,669,493,0,0,30.3,24334,0
2023-03-15 18:24:00,0,10599,51860,175077,0,1947,136,164,31.5,126,1976,66.1,1407,0,7177,79.8,5.33,148,87.4,0,17613,1963,140,31.6,1596,66.3,375,375,0,0,139,14421,0,10599,0,20416,79853,0,201,31.6,108,20.9,30.3,2203,41.7,19096,0,1121,3693,6.09,131,68.0,0,17494,221,32.9,25.5,16289,41,669,472,0,0,32.9,16262,0
2023-03-15 18:26:00,0,11749,35572,156210,0,1716,124,161,32.1,115,1844,66.1,421,0,6668,79.7,3.27,150,87.4,0,17637,1731,129,31.6,1470,66.3,19,331,0,0,133,159,0,11749,0,19596,77440,0.389,192,29.0,104,23.5,27.7,2325,41.4,6287,0,1077,3731,3.27,131,68.8,0,17507,217,30.3,25.5,16278,41,38.5,403,0,0,31.6,586,0
2023-03-15 18:28:00,0,13755,36416,161104,0,1941,113,162,30.7,110,2016,66.6,421,0,7179,121,5.70,148,87.6,0,17628,1954,117,31.6,1660,67.1,19,359,0,0,116,154,0,13755,0,21603,80379,0.389,197,26.3,94.7,20.8,26.3,2328,42.1,6287,0,1138,3748,6.50,133,68.0,0,17494,222,27.7,25.5,16294,41.7,38.5,446,0,0,27.7,583,0
2023-03-15 18:30:00,0,9622,35475,152722,0,1719,124,162,31.5,121,1788,66.4,417,0,6699,80.6,6.37,147,87.6,0,17613,1736,118,31.6,1433,67.4,19.0,341,0,0,111,155,0,9622,0,17442,75083,0,194,29.0,95.4,25.8,29.0,2184,41.4,6285,0.389,1116,3618,7.55,134,68.4,0.389,17499,211,27.6,25.5,16271,41.7,38.5,405,0,0,26.3,582,0
2023-03-15 18:32:00,0,10877,59622,196906,0,1955,125,159,34.3,121,1995,66.5,1720,0,7142,80.5,3.27,147,87.2,0,17620,1981,129,31.8,1643,66.4,375,386,0,0,128,21812,0.389,10877,0,21478,81579,0,203,29.0,89.9,30.0,34.0,2286,41.7,25664,0.389,1148,3656,3.27,132,68.8,0.389,17503,232,35.8,25.7,16292,41.7,669,492,0,0,30.3,24380,0
2023-03-15 18:34:00,0,11947,59634,183270,0,1945,124,166,33.5,121,1965,66.2,1721,0,7118,81.8,3.27,148,87.3,0,17618,1966,124,32.0,1633,66.3,375,381,0,0,122,21811,0.389,11947,0,22538,82406,0,200,29.0,104,24.3,29.0,2194,42.5,25665,0,1138,3749,3.27,139,68.4,0,17497,220,34.5,26.0,16297,41.4,669,481,0,0,29.0,24386,0
2023-03-15 18:36:00,0,11051,35582,158219,0,1724,119,162,30.7,121,1836,65.9,420,0,6722,81.3,5.47,148,87.5,0,17629,1755,124,31.6,1446,66.0,19,342,0,0,117,158,0,11051,0,18873,76791,0,187,27.7,94.6,20.8,29.0,2327,41.4,6281,0,1095,3749,6.28,140,68.0,0,17505,228,29.0,25.5,16294,40.6,38.5,410,0,0,27.7,588,0
2023-03-15 18:38:00,0,12744,36410,165451,0,1955,124,164,32.3,121,2031,66.7,421,0,7191,120,6.13,147,87.6,0,17634,1966,124,31.6,1644,66.6,19,363,0,0,122,153,0,12744,0,20574,79634,0,204,29.0,97.8,26.4,29.0,2345,41.1,6283,0,1114,3717,7.68,133,68.8,0,17508,226,29.0,25.5,16301,41,38.5,446,0,0,35.1,583,0
2023-03-15 18:40:00,0,10626,35498,176387,0,1725,130,162,32.9,126,1801,66.9,418,0,6687,80.5,4.17,147,87.6,0,17618,1739,129,31.6,1455,66.9,19,333,0.389,0,122,152,0,10626,0,18447,76666,0,195,30.3,95.4,23.1,30.3,2199,42.6,6285,0,1103,3634,4.89,131,68.8,0,17509,222,30.3,25.5,16272,42.1,38.5,390,0,0,29.0,583,0.389
2023-03-15 18:42:00,0,10834,51299,176219,0,1872,124,159,30.7,121,1940,66.2,1037,0,6996,80.6,6.87,145,87.8,0,17606,1880,124,31.6,1597,66.3,19,335,0,0,122,14730,0,10834,0,20119,79258,0,199,29.0,90.3,20.4,29.0,2289,42.1,19230,0,1120,3687,12.1,132,68.0,0,17498,210,29.0,25.5,16296,42.1,38.5,407,0,0,29.0,16586,0
2023-03-15 18:44:00,0,11868,59687,183579,0,1945,124,159,32.1,126,1964,65.8,1720,0.389,7158,80,6.27,148,86.8,0,17620,1972,118,31.6,1578,66.7,375,380,0,0,122,21857,0,11868,0,22412,82255,0,199,29.0,97.1,23.1,30.3,2188,41.4,25692,0,1139,3647,11.5,133,65.5,0,17498,228,27.7,25.5,16299,41.7,669,485,0,0,29.0,24436,0
2023-03-15 18:46:00,0,12496,35630,156604,0,1734,119,163,34.4,121,1830,66.5,424,0,6727,81.5,3.27,148,86.9,0,17621,1800,128,31.8,1401,65.9,19,357,0,0,128,181,0,12496,0,20272,78207,0,201,27.7,102,24.0,29.0,2326,40.6,6282,0,1110,3693,3.27,132,65.5,0,17507,246,30.3,25.7,16278,41,38.5,443,0,0,30.3,590,0
2023-03-15 18:48:00,0,14211,36463,161427,0.389,1953,124,160,31.5,115,2019,66.5,425,0,7139,117,3.93,145,88.2,0.389,17632,1971,118,31.8,1620,67.1,19,367,0,0,117,162,0,14211,0,22023,80900,0,204,29.0,92.0,21.0,27.7,2333,41.4,6281,0,1135,3603,4.69,133,66.6,0,17519,229,27.7,25.7,16297,42.8,38.5,461,0,0,27.7,587,0
2023-03-15 18:50:00,0,10107,35752,154456,0.389,1807,130,163,30.7,126,1866,66.1,421,0,6885,79.6,5.10,147,87.7,0.389,17622,1828,123,31.8,1524,66.4,19,332,0,0,116,159,0,10107,0,17929,75957,0,192,30.3,95.1,20.8,30.3,2197,41.4,6284,0,1131,3588,11.4,132,66.2,0,17505,221,29.0,25.7,16304,42.5,38.5,404,0.389,0,27.7,577,0
2023-03-15 18:52:00,0,10787,35808,160118,0,1810,124,160,31.5,126,1885,66.6,421,0,6941,79.5,3.93,148,85.6,0,17618,1822,129,31.6,1494,66.0,19,334,0,0,122,150,0,10787,0,18582,76901,0,211,29.0,91.9,22.1,30.3,2317,41.4,6287,0,1120,3633,4.42,132,65.1,0,17501,228,30.3,25.5,16306,40.6,38.5,403,0.389,0,29.0,572,0
2023-03-15 18:54:00,0,13314,59665,183801,0,1944,130,161,34.3,126,1986,67.1,1723,0,7172,79.6,3.27,149,86.1,0,17623,1975,124,31.6,1627,66.3,375,377,0,0,121,21844,0,13314,0,23896,83978,0,191,30.3,98.8,26.6,30.3,2218,41.8,25688,0,1128,3669,3.27,133,66.6,0,17513,225,29.4,25.5,16290,41.4,669,475,0,0,29.0,24373,0
2023-03-15 18:56:00,0,12448,35603,156472,0,1716,118,161,32.1,121,1838,66.7,421,0,6722,80,6.53,149,87.8,0,17624,1744,124,31.6,1434,65.8,19,331,0,0,122,154,0,12448,0,20252,78159,0,190,27.7,95.4,22.9,29.0,2317,41.7,6285,0,1125,3663,7.29,132,66.2,0,17508,226,29.4,25.5,16291,41.7,38.5,401,0,0,29.0,580,0
2023-03-15 18:58:00,0,13103,36414,161191,0,1949,124,161,30.7,116,2010,66.9,418,0,7157,118,7.20,149,87.5,0,17609,1955,124,31.6,1631,66.1,19,363,0,0,128,155,0,13103,0,20923,79755,0,204,29.0,94.1,20.8,27.7,2328,41.7,6284,0,1123,3654,8.38,133,66.2,0,17500,212,29.0,25.5,16292,41.4,38.5,447,0,0,30.3,580,0
2023-03-15 19:00:00,0,10733,36289,180692,0,1948,124,162,32.1,126,1977,66.5,418,0,7114,80.7,3.97,150,87.4,0,17620,1964,124,31.6,1625,66.9,19,335,0,0,122,155,0,10733,0,18545,77532,0,197,29.0,93.6,22.7,30.3,2195,41.4,6286,0,1100,3612,3.97,132,67.3,0,17508,226,29.0,25.5,16298,42.8,38.5,398,0,0,29.0,574,0
2023-03-15 19:02:00,0,10364,35533,180272,0,1726,124,163,32.3,126,1817,66.1,419,0,6731,81.0,4.77,149,87.8,0,17621,1749,124,31.6,1423,67.5,19,334,0,0,122,155,0,10364,0,18166,76508,0,183,29.0,101,22.1,30.3,2284,41,6288,0,1104,3657,5.14,133,66.6,0,17507,219,29.0,25.5,16284,43.2,38.9,400,0,0,29.0,584,0
2023-03-15 19:04:00,0,12528,59652,183405,0,1950,119,157,31.5,116,1971,65.8,1719,0,7121,79.6,5.57,148,88.8,0,17615,1961,124,31.6,1603,66.7,375,387,0,0.389,128,21892,0,12528,0,23099,82958,0,176,27.7,88.0,21.3,27.7,2196,41.4,25746,0,1118,3616,6.68,134,68.0,0,17506,194,29.0,25.5,16278,42.5,669,487,0,0,30.3,24367,0
2023-03-15 19:06:00,0,14630,37421,160246,0,1734,124,164,30.7,116,1827,66.4,844,0,6692,79.1,3.13,146,88.0,0,17630,1740,118,31.6,1426,66.9,375,384,0,0,117,1186,0,14630,0,23128,81604,0,197,29.0,98.3,20.8,27.7,2310,42.5,7335,0,1111,3609,3.13,133,67.3,0,17513,217,27.7,25.5,16298,42.8,669,491,0,0,27.7,1728,0
2023-03-15 19:08:00,0,14219,36448,165342,0,1952,124,167,32.9,132,2025,66.2,421,0,7205,120,5.33,146,87.6,0,17628,1958,123,32.0,1623,66.0,19,364,0,0,117,158,0,14219,0,22037,80946,0,178,29.0,101,22.5,31.6,2342,41.4,6284,0,1134,3648,6.13,132,67.7,0,17503,193,29.0,25.5,16280,41.1,38.5,456,0,0,27.7,581,0
2023-03-15 19:10:00,0,11123,36308,157261,0,1940,130,164,32.1,126,1967,66.0,421,0,7119,82.0,3.93,144,87.5,0,17640,1962,129,31.6,1606,66.0,19.0,329,0,0,128,151,0,11123,0,18927,77185,0,150,35.3,96.6,23.1,30.3,2198,41.7,6285,0,1135,3659,4.30,132,67.7,0,17508,177,30.3,25.5,16265,40.3,38.5,390,0,0,30.3,577,0
2023-03-15 19:12:00,0,9772,35545,156678,0,1722,119,162,31.5,121,1814,65.8,419,0,6692,79.8,3.27,145,87.9,0,17635,1742,123,31.6,1428,66.5,19,347,0,0,121,152,0,9772,0,17604,75302,0,165,28.0,99.2,22.0,29.0,2292,41,6284,0,1076,3633,3.27,134,67.3,0,17513,181,29.0,25.5,16260,41.8,38.5,415,0,0,29.0,577,0
2023-03-15 19:14:00,0,12822,59610,183264,0,1948,129,163,30.7,126,1967,66.0,1719,0,7079,81.2,4.07,145,88.0,0,17628,1972,124,31.6,1625,66.6,375,382,0,0,122,21815,0,12822,0,23410,83232,0,169,30.7,102,20.4,30.3,2192,42.1,25659,0,1081,3664,4.46,132,68.4,0,17510,197,29.0,25.5,16271,41.8,669,481,0,0,29.0,24326,0
2023-03-15 19:16:00,0,12268,53387,176091,0,1719,130,160,33.7,126,1841,65.9,1498,0,6722,80.5,4.73,145,87.9,0,17614,1743,124,32.0,1426,66.6,375,383,0,0,121,16583,0,12268,0,22320,81224,0,159,30.3,91.9,29.3,30.7,2326,41.7,21010,0,1102,3663,5.53,133,67.3,0,17499,193,29.0,26.0,16266,42.1,669,487,0,0,29.0,18577,0
2023-03-15 19:18:00,0,13342,36418,161441,0,1947,136,159,32.7,132,2015,66.1,421,0,7154,118,4.73,148,87.5,0,17632,1967,129,32.3,1584,65.9,19,363,0,0,133,155,0,13342,0,21140,79931,0,164,31.6,91.8,26.5,32.0,2329,41,6283,0,1130,3631,5.53,132,66.2,0,17501,192,30.3,26.2,16257,42.1,38.5,449,0,0,31.6,584,0
2023-03-15 19:20:00,0,11614,36311,167381,0,1952,119,162,31.1,116,1983,65.7,422,0,7130,79.7,3.27,148,86.9,0,17609,1958,135,32.0,1578,66.0,19,332,0,0,133,147,0,11614,0,19392,77854,0,166,27.7,93.8,20.8,33.3,2198,40.6,6284,0,1120,3564,3.27,134,65.5,0,17504,169,36.6,26.0,16258,42.1,38.5,397,0,0.389,31.6,572,0
2023-03-15 19:22:00,0,10526,35552,158552,0,1716,119,161,30.7,116,1825,66.3,419,0,6739,79.3,5.43,147,86.6,0,17623,1731,118,31.6,1435,66.6,19,334,0,0,117,153,0,10526,0,18352,76069,0,160,27.7,99.4,20.8,33.3,2306,40.4,6283,0,1059,3609,6.25,133,66.2,0,17513,175,32.7,25.5,16274,42.1,38.5,407,0,0.389,27.7,579,0
2023-03-15 19:24:00,0.389,10997,59780,183797,0,1930,141,163,32.9,143,1973,66.5,1719,0,7133,78.5,4.36,147,87.5,0,17641,1968,124,31.6,1615,67.0,375,376,0,0,122,21970,0,10997,0.389,21599,81290,0.389,150,32.9,95.9,28.3,34.2,2197,41.5,25817,0,1074,3586,3.97,132,67.7,0,17512,177,29.0,25.5,16272,43.7,669,470,0,0,29.0,24542,0
2023-03-15 19:26:00,0,12539,59343,207499,0,1807,147,163,54.7,137,1888,67.0,1721,0,6878,80.5,4.77,145,88.0,0,17631,1852,146,31.6,1480,66.7,375,387,0,0,139,21969,0,12539,0,23121,82880,0,157,34.2,95.5,67.4,32.9,2315,42.1,25819,0,1086,3693,5.13,133,69.5,0,17506,207,34.2,25.5,16274,42.1,669,489,0,0,37.9,24536,0
2023-03-15 19:28:00,0,13232,36441,185168,0,1964,118,159,56.1,121,2011,66.4,423,0,7186,121,4.77,148,87.4,0,17629,2004,135,31.6,1659,66.3,19,361,0,0,139,172,0,13232,0,21088,80250,0,164,27.7,89.9,63.3,29.0,2323,41.7,6281,0,1104,3733,5.16,137,67.7,0,17506,210,31.6,25.5,16272,42.5,38.5,447,0,0,37.9,586,0
2023-03-15 19:30:00,0,9860,36013,155728,0,1887,124,164,32.2,126,1913,66.7,420,0,6968,81.9,5.33,148,86.4,0,17636,1892,124,31.6,1597,66.8,19,329,0,0,116,174,0.389,9860,0,17713,75600,0,182,29.0,103,22.0,30.3,2194,42.5,6281,0.389,1094,3711,6.15,138,65.1,0,17512,196,29.0,25.5,16265,43.6,38.5,391,0,0,27.7,574,0
