"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc19baac49013b)","Transmit Total (lxc19bdc82a2f8f)","Transmit Total (lxc1b15a2b5a9b5)","Transmit Total (lxc3a49c4605d4a)","Transmit Total (lxc3f917ecdd144)","Transmit Total (lxc4861fd3a4dcf)","Transmit Total (lxc4a88113a0197)","Transmit Total (lxc4b2dfaf1f74a)","Transmit Total (lxc5a020ca534a0)","Transmit Total (lxc5cf8d3667393)","Transmit Total (lxc65ec27df4c0e)","Transmit Total (lxc743fe122abe5)","Transmit Total (lxc7d95b9b6996f)","Transmit Total (lxc95534620e067)","Transmit Total (lxc9a7e0a10e978)","Transmit Total (lxc9ce1df3cef22)","Transmit Total (lxc9e21ad79a680)","Transmit Total (lxc9f3e81538c96)","Transmit Total (lxc_health)","Transmit Total (lxcaaca9437fdda)","Transmit Total (lxcaaf1223a92e5)","Transmit Total (lxcc21393e88703)","Transmit Total (lxcd26f8087f5ee)","Transmit Total (lxce343dc06c7ec)","Transmit Total (lxce4b97a3a4d29)","Transmit Total (lxced3e9eb0aabf)","Transmit Total (lxcf169989722c7)","Transmit Total (lxcf489e20e115b)","Transmit Total (lxcfa7642c28950)","Transmit Total (lxcfb46c47f9dae)","Transmit Total (lxcfbc3aeaf7c5d)","Transmit Total (lxcff8e8ef11844)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc19baac49013b)","Receive Total (lxc19bdc82a2f8f)","Receive Total (lxc1b15a2b5a9b5)","Receive Total (lxc3a49c4605d4a)","Receive Total (lxc3f917ecdd144)","Receive Total (lxc4861fd3a4dcf)","Receive Total (lxc4a88113a0197)","Receive Total (lxc4b2dfaf1f74a)","Receive Total (lxc5a020ca534a0)","Receive Total (lxc5cf8d3667393)","Receive Total (lxc65ec27df4c0e)","Receive Total (lxc743fe122abe5)","Receive Total (lxc7d95b9b6996f)","Receive Total (lxc95534620e067)","Receive Total (lxc9a7e0a10e978)","Receive Total (lxc9ce1df3cef22)","Receive Total (lxc9e21ad79a680)","Receive Total (lxc9f3e81538c96)","Receive Total (lxc_health)","Receive Total (lxcaaca9437fdda)","Receive Total (lxcaaf1223a92e5)","Receive Total (lxcc21393e88703)","Receive Total (lxcd26f8087f5ee)","Receive Total (lxce343dc06c7ec)","Receive Total (lxce4b97a3a4d29)","Receive Total (lxced3e9eb0aabf)","Receive Total (lxcf169989722c7)","Receive Total (lxcf489e20e115b)","Receive Total (lxcfa7642c28950)","Receive Total (lxcfb46c47f9dae)","Receive Total (lxcfbc3aeaf7c5d)","Receive Total (lxcff8e8ef11844)"
2023-03-05 10:52:00,0,9949,12262,72758,0,87.2,130,0,0,0,66.4,135,135,160,66.1,223,30.7,70134,126,402,90.1,0,1904,32.3,6825,2.67,174,76.9,1754,133,4.13,0.389,297,0,428,1773,154,9949,0,10126,69810,0,66.2,71.3,0,0,0,41.4,22.8,22.8,97.1,40.6,226,20.1,2467,21.9,473,95,0,2192,26.2,1053,2.67,602,3540,171,23.2,4.27,0,447,0,6376,195,135
2023-03-05 10:54:00,0,10901,12784,67206,0,87.2,208,0,0,0,65.7,124,123,160,66.1,220,31.5,70189,121,393,90.5,0,1984,32.3,6878,4.30,176,119,1802,122,3.67,0,297,0,430,1822,155,10901,0,11059,70928,0,66.2,80.1,0,0,0,40.3,20.9,20.9,92.6,40.6,221,21.0,2463,20.9,453,95,0,2278,26.2,1070,4.73,600,3556,163,20.9,3.80,0,447,0,6379,194,137
2023-03-05 10:56:00,0,10917,12769,72920,0,87.2,455,0,0,0,66.4,119,118,162,66.4,221,34.3,70205,115,387,90.1,0,1967,32.3,6891,4.30,174,121,1813,117,3.43,0,296,0,422,1839,155,10917,0,11078,71227,0,66.2,84.7,0,0,0,41.4,20.3,20.0,94.6,41,228,24.2,2475,20.0,455,95,0.389,2250,26.2,1042,4.69,601,3557,174,20.0,3.57,0,447,0,6276,201,137
2023-03-05 10:58:00,0,11650,35153,92360,0,87.2,396,0,0,0,66.4,119,118,161,66.1,226,33.5,70178,115,424,89.8,0,1924,31.8,6721,4.07,22055,77.5,1769,116,3.67,0,499,0,1722,1778,153,11650,0,14362,75270,0,66.2,89.9,0,0,0,42.1,20.0,20.0,93.5,40.6,233,23.7,2476,20.0,519,95,0,2229,25.7,1040,4.49,24582,3563,174,20.0,3.80,0,594,0,25819,189,135
2023-03-05 11:00:00,0,11207,35711,96907,0,87.3,1652,0,0,0,66.4,124,123,163,66.1,225,32.1,70216,126,454,89.8,0,1989,31.6,6960,5.10,22054,77.2,1851,122,4.13,0,499,0,1728,1859,154,11207,0,13937,75488,0,66.2,98.6,0,0,0,41,20.9,20.9,100,41.4,227,21.6,2466,21.9,566,95,0,2300,25.5,1033,5.89,24582,3563,176,20.9,4.27,0,594,0,25824,195,135
2023-03-05 11:02:00,0,10568,12800,71450,0,86.5,2164,0,0,0,66.4,124,123,158,65.7,221,55.5,70195,120,398,89.4,0.389,1958,31.6,6909,3.93,166,76,1821,122,4.13,0,298,0,425,1848,154,10568,0,10742,70860,0,65.5,105,0,0.389,0,41,20.9,20.9,95.1,41,222,62.8,2469,20.9,469,95,0,2188,25.5,1047,9.72,608,3540,154,20.9,4.27,0,446,0,6277,201,135
2023-03-05 11:04:00,0,10126,12247,90405,0,85,674,0,0,0,66.4,124,123,161,66.4,222,58.5,70125,121,388,90.1,0.389,1925,32.0,6725,3.93,152,120,1768,122,4.13,0,298,0,422,1795,154,10126,0,10284,70445,0,64,93.6,0,0.389,0,41.4,20.9,20.9,94.5,41,223,65.8,2469,20.9,457,95,0,2277,26.0,1072,9.72,590,3579,157,20.9,4.27,0,446,0,6277,195,136
2023-03-05 11:06:00,0.389,11161,12813,100316,0,85.7,203,0,0,0,65.7,130,129,171,66.1,224,32.2,70203,126,398,90.9,0,2000,32.3,6951,4.30,172,122,1829,127,4.13,0,297,0,420,1846,154,11161,0.389,11325,72250,0,64.7,73.1,0,0,0,42.1,21.9,21.9,107,41,229,20.6,2459,21.9,475,95,0,2283,26.2,1022,4.67,599,3581,168,21.9,4.27,0,447,0,6276,199,135
2023-03-05 11:08:00,0.389,12141,34098,91211,0,87.2,131,0,0,0,66.1,130,129,158,66.1,226,31.5,70148,126,350,90.9,0,1926,32.3,6754,3.93,21088,76.9,1752,127,3.90,0,297,0,1314,1769,153,12141,0.389,14407,75192,0,66.2,71.3,0,0,0,41.4,21.9,21.9,89.9,41,233,21.0,2454,21.9,392,95,0,2210,26.2,1025,9.53,23591,3540,176,21.9,4.03,0,447,0,25025,178,135
2023-03-05 11:10:00,0,12181,35736,106611,0,87.2,1545,0,0,0,66.1,129,128,159,66.8,223,32.8,70218,132,453,90.9,0,2008,32.3,6916,4.43,21958,77,1826,127,3.43,0,496,0,1716,1858,151,12181,0,14901,76299,0,66.2,103,0,0,0,41,21.9,21.9,95.2,41.4,225,22.0,2463,22.8,574,94.6,0,2331,26.2,1086,4.98,24573,3540,148,21.9,3.57,0,594,0,25740,185,135
2023-03-05 11:12:00,0,11250,13330,83294,0,87.6,262,0,0,0,66.1,135,135,168,66.1,219,31.5,70251,132,404,90.5,0,2002,32.3,7065,5.60,171,77.1,1906,133,3.43,0,296,0,431,1923,154,11250,0,11422,71842,0,66.2,74.2,0,0,0,41.4,22.8,22.8,108,40.6,225,20.8,2456,22.8,480,94.6,0,2171,26.2,1099,6.52,598,3539,166,22.8,3.57,0,447,0,6383,184,136
2023-03-05 11:14:00,0,10462,12278,65594,0,87.6,145,0,0,0,66.1,124,123,163,66.4,228,32.1,70147,115,423,89.8,0,1937,32.3,6719,2.67,172,121,1771,122,3.43,0,297,0,424,1836,154,10462,0,10635,70265,0,66.2,78.7,0,0,0,41.4,20.9,20.9,96.5,41.4,230,26.6,2468,20.0,503,95,0,2278,26.2,1040,2.67,598,3586,175,20.9,3.57,0,447,0,6280,208,136
2023-03-05 11:16:00,0,10740,12806,71215,0,87.2,216,0,0,0,66.1,119,118,158,66.4,223,32.9,70210,115,419,89.8,0,1990,32.3,6916,4.30,177,121,1817,117,3.43,0,296,0,417,1856,154,10740,0,10914,71120,0,66.6,80.5,0,0,0,40.6,20.0,20.0,90.0,41.4,224,28.3,2467,20.0,499,95,0,2278,26.2,1047,5.11,601,3542,153,20.0,3.57,0,447,0,6175,203,135
2023-03-05 11:18:00,0,11042,30021,86483,0,87.2,131,0,0,0,65.3,130,129,160,66.1,219,30.7,70169,121,352,89.8,0,1912,32.3,6704,5.33,17238,76.7,1758,127,3.43,0,298,0,1162,1770,153,11042,0,12925,73452,0,66.2,71.3,0,0,0,41,21.9,21.9,91.6,41,219,20.4,2477,20.9,394,95,0,2199,26.2,1041,6.14,19321,3562,153,21.9,3.57,0,447,0,21661,190,135
2023-03-05 11:20:00,0,12036,35650,98786,0,87.2,217,0,0,0,66.4,130,129,164,66.1,225,33.5,70201,126,451,89.8,0,2008,32.3,7013,3.97,21954,77.4,1848,128,3.43,0,498,0,1721,1853,155,12036,0,14762,76420,0,66.2,80.5,0,0,0,41.7,21.9,27.4,103,40.6,232,23.7,2473,21.9,563,95,0,2312,26.2,1061,3.97,24492,3592,191,21.9,3.57,0,592,0,25727,215,141
2023-03-05 11:22:00,0,11186,13321,76560,0,86.5,262,0,0,0,66.8,135,135,167,66.1,225,32.1,70261,126,401,90.1,0,2004,32.3,7129,5.71,175,76.6,1878,133,3.82,0,296,0,425,1901,155,11186,0,11359,72153,0,65.5,74.6,0,0,0,41.7,28.2,22.8,107,40.3,232,21.6,2465,21.9,471,95,0,2186,26.2,1058,5.37,602,3569,181,27.7,3.57,0,447,0,6283,196,141
2023-03-05 11:24:00,0,10163,12228,66823,0,87.2,131,0,0,0,66.8,118,117,159,65.7,220,31.5,70152,115,361,90.5,0,1936,32.3,6739,3.50,178,123,1746,116,3.43,0,296,0,417,1771,152,10163,0,10310,69893,0,66.2,71.3,0,0,0,41.7,20.4,20.0,90.5,40.6,221,25.6,2454,25.0,408,95,0,2291,26.2,1038,3.50,611,3557,163,25.7,3.57,0,447,0,6178,202,135
2023-03-05 11:26:00,0,10735,12823,71204,0,87.2,215,0,0,0,66.8,136,129,164,65.7,222,31.5,70211,126,417,91.6,0,1990,32.3,6919,5.86,168,123,1823,127,3.43,0,298,0,426,1834,153,10735,0,10909,70994,0,66.2,80.5,0,0,0,41.4,22.8,21.9,97.4,41,222,20.5,2463,21.9,498,95,0,2282,26.2,1002,6.28,598,3617,164,21.9,3.57,0,447,0.389,6280,207,137
2023-03-05 11:28:00,0,11681,25937,107396,0,87.2,1682,0,0,0,66.4,141,140,161,65.7,223,32.9,70210,138,353,90.5,0,1908,32.3,6761,3.66,13272,77.1,1768,139,3.43,0,299,0.389,987,1777,154,11681,0,13161,74244,0,66.2,94.4,0,0,0,41,23.8,23.8,93.7,40.6,224,22.4,2469,23.8,392,95,0,2186,26.2,1034,3.27,15006,3569,178,23.8,3.57,0,447,0.389,18011,201,135
2023-03-05 11:30:00,0,12262,35593,124057,0,87.2,406,0,0,0,66.8,130,129,159,66.4,222,32.1,70203,121,445,91.2,0,2000,32.3,6868,5.69,21815,76.1,1822,127,3.43,0,499,0.389,1719,1843,154,12262,0,14980,77022,0,66.2,91.0,0,0,0.389,41.4,21.9,21.9,96.8,41.4,228,21.6,2465,20.9,561,95,0,2296,26.2,1038,6.76,24424,3539,185,21.9,3.57,0,594,0,25594,205,135
2023-03-05 11:32:00,0,10869,13342,73222,0,87.2,1710,0,0,0,66.4,130,129,163,66.4,223,32.1,70255,121,428,90.1,0,2005,32.3,6985,4.96,174,76.4,1880,127,3.43,0,296,0,429,1904,154,10869,0,11054,71459,0,66.2,99.6,0,0,0.389,42.5,21.9,21.9,96.2,41.4,230,22.3,2460,20.9,515,95.4,0,2181,26.2,1042,6.03,603,3539,161,21.9,3.57,0,447,0,6274,199,135
2023-03-05 11:34:00,0,9869,12219,65229,0,87.2,1568,0,0,0,66.1,124,123,160,66.4,222,34.7,70165,126,365,90.9,0,1936,32.3,6680,4.43,170,121,1743,122,3.67,0,298,0,425,1752,153,9869,0,10018,69355,0,66.2,96.7,0,0,0,42.5,20.9,20.9,92.6,41,222,24.4,2462,21.9,409,95.4,0,2285,26.2,1018,4.82,596,3557,181,20.9,3.80,0.389,447,0,6271,174,135
2023-03-05 11:36:00,0,11204,12831,75539,0,87.2,216,0,0,0,66.4,119,118,163,66.1,226,31.9,70212,121,419,91.6,0,2001,32.3,7031,5.10,176,121,1838,116,4.13,0,298,0,424,1865,153,11204,0,11380,71735,0,66.2,80.5,0,0,0,41.4,20.0,20.0,95.4,41,228,20.1,2464,20.9,504,95,0,2290,26.2,1057,5.85,600,3558,168,20.0,4.27,0.389,446,0,6274,191,136
2023-03-05 11:38:00,0,11542,21206,76694,0,87.2,132,0,0,0,66.1,119,118,163,66.1,218,30.7,70142,109,350,90.5,0,1928,32.3,6710,5.33,8725,76.2,1757,116,3.90,0,297,0,792,1787,154,11542,0,12556,72579,0,66.2,71.3,0,0,0,41.4,20.0,20.0,100,41,219,19.7,2462,19,393,95,0,2211,26.2,1043,6.13,10017,3539,151,20.0,4.03,0,447,0,14007,201,135
2023-03-05 11:40:00,0,11595,35630,96273,0,85,194,0,0,0,66.1,119,118,163,66.4,223,34.3,70216,121,424,89.8,0,1998,32.7,6863,3.93,21910,76.9,1809,116,3.43,0,499,0,1720,1831,154,11595,0,14307,75718,0,64,72.8,0,0,0,41,20.0,20.0,101,41,230,24.6,2470,20.9,521,95,0,2310,26.2,1016,4.36,24502,3540,144,20.0,3.57,0,593,0,25691,198,135
2023-03-05 11:42:00,0,10757,12814,71423,0,85.7,216,0,0,0.389,65.7,129,128,159,66.1,224,34.3,70205,126,433,90.1,0,1949,32.3,6930,2.90,176,76.9,1834,127,3.43,0,297,0,424,1842,154,10757,0,10946,71093,0,64.7,80.5,0,0,0,40.6,21.9,21.9,90.1,40.6,232,24.6,2466,21.9,516,95,0,2175,26.2,1034,2.90,604,3540,173,21.9,3.96,0,447,0,6274,182,137
2023-03-05 11:44:00,0,10028,12218,66155,0,87.2,663,0,0.389,0,65.7,124,123,151,66.1,205,30.7,70148,121,363,89.8,0,1930,32.3,6746,6.07,174,120,1771,122,3.67,0,297,0,424,1797,156,10028,0,10177,69785,0,66.2,85.5,0,0,0,40.6,20.9,20.9,90.9,40.6,210,19.7,2467,20.9,409,95,0,2277,26.2,1047,6.82,602,3556,184,20.9,3.80,0,446,0,6273,206,137
2023-03-05 11:46:00,0,10670,12802,95624,0,87.2,747,0,0,0,65.7,123,123,164,66.1,227,32.1,70203,121,418,89.8,0,1996,32.3,6898,3.93,177,120,1822,121,4.13,0,297,0,429,1848,154,10670,0,10846,71507,0,66.2,95.4,0.389,0,0,41.0,20.9,20.9,97.4,41,230,21.4,2469,20.9,499,95,0,2281,26.2,1054,4.36,605,3558,159,20.9,4.27,0,448,0,6274,193,135
2023-03-05 11:48:00,0,11704,17643,74431,0,87.2,210,0,0,0,66.4,135,135,161,66.1,223,32.9,70199,132,383,90.1,0,1976,32.3,6824,5.33,4831,75.0,1812,133,4.13,0,296,0,625,1833,154,11704,0,12327,72492,0,66.2,80.1,0,0,0,41,22.8,22.8,98.6,41,224,22.5,2466,22.8,439,95,0,2219,26.2,1042,6.12,5725,3540,163,22.8,4.27,0,447,0,10541,192,135
2023-03-05 11:50:00,0,11073,35229,96518,0,87.2,131,0,0,0,66.4,135,135,157,66.4,218,31.5,70168,126,427,90.1,0,1949,32.3,6858,5.10,22062,75.9,1752,133,4.13,0,499,0,1726,1774,154,11073,0,13794,74808,0,66.2,71.3,0,0,0,41,22.8,22.8,88.2,41,216,21.0,2458,22.2,522,95,0,2319,26.2,1074,11.0,24630,3539,157,23.2,4.27,0,594,0,25883,189,136
2023-03-05 11:52:00,0,10734,12806,74661,0,87.2,216,0,0,0,66.1,135,135,164,65.7,221,30.7,70289,131,435,89.4,0,1956,32.3,7005,3.27,171,75.8,1829,133,4.13,0,297,0,425,1847,154,10734,0,10925,71016,0,66.2,80.5,0,0,0,41,22.8,22.8,97.3,40.3,226,20.1,2470,23.2,523,95,0.389,2177,26.2,1063,3.27,595,3494,168,23.2,4.27,0,447,0,6284,187,136
2023-03-05 11:54:00,0,9701,12212,67214,0,87.2,384,0.389,0,0,66.4,130,129,164,65.7,222,32.9,70145,126,362,90.9,0,1926,32.3,6717,4.53,158,120,1748,127,4.13,0.389,296,0,424,1769,152,9701,0,9853,69269,0,66.2,82.5,0,0,0,42.1,21.9,22.2,98.2,41,223,22.7,2458,21.9,407,95,0.389,2273,26.2,1018,10.3,595,3511,168,21.9,4.27,0,447,0,6281,196,136
2023-03-05 11:56:00,0,10229,12787,72695,0,87.2,202,0.389,0,0,65.7,129,128,160,65.7,225,32.9,70215,126,389,90.5,0,1988,32.3,6940,5.43,177,121,1835,127,4.13,0.389,297,0,424,1853,153,10229,0,10394,70488,0,66.2,73.1,0,0,0,41,21.9,22.2,91.8,40.6,228,22.3,2459,21.9,454,94.6,0,2279,26.2,1034,11.8,606,3558,179,21.9,4.27,0,447,0,6281,203,137
2023-03-05 11:58:00,0,12178,14218,71859,0,86.5,274,0,0,0,66.8,124,123,163,65.7,219,31.5,70338,121,376,90.1,0.389,2025,32.3,7010,5.43,1047,76.6,1885,122,4.13,0,296,0,465,1910,156,12178,0,12421,72847,0,65.5,81.6,0,0,0,41.4,20.9,20.9,106,40.6,219,20.6,2467,20.9,436,95,0,2242,26.2,1072,6.45,1560,3540,183,20.9,4.27,0,447,0,7125,190,137
2023-03-05 12:00:00,0,11399,35126,104472,0,88.2,131,0,0,0,66.4,123,123,164,66.4,221,31.5,70154,121,425,90.9,0.389,1956,32.3,6793,3.97,21971,76.7,1757,121,4.13,0,499,0,1727,1783,152,11399,0,14112,75107,0,66.8,71.3,0,0,0,41.4,20.9,20.9,104,41,221,20.6,2464,20.9,523,95,0,2335,26.2,1070,3.97,24529,3540,170,20.9,4.27,0,594,0,25866,201,135
2023-03-05 12:02:00,0,10532,12821,81564,0,88.2,216,0,0,0,65.8,124,123,161,66.1,223,92.1,70216,126,432,90.9,0,1956,32.3,6956,5,183,75.3,1878,122,4.13,0,297,0,421,1913,154,10532,0,10724,70782,0,66.8,80.5,0,0,0,40.6,21.3,20.9,93.8,40.6,230,127,2471,21.9,516,95,0,2174,26.2,1059,5.42,606,3539,162,20.9,4.27,0,447,0,6230,207,135
2023-03-05 12:04:00,0,10076,12256,65661,0,87.4,3029,0,0,0,66.9,141,140,161,66.4,222,53.9,70175,137,391,89.8,0,1940,32.0,6721,5.80,179,118,1768,139,3.90,0,298,0,424,1791,154,10076,0,10241,69779,0,66.1,122,0,0.389,0,41.7,23.8,23.8,93.5,41.4,223,57.4,2465,23.8,458,95,0,2283,26.0,1036,6.59,601,3585,162,23.8,4.03,0,447,0,6280,188,135
2023-03-05 12:06:00,0,11020,12807,77458,0,87.9,1757,0,0,0,66.4,135,135,161,66.1,222,30.7,70211,120,398,89.8,0,2007,31.6,6993,5.33,174,121,1837,133,3.43,0,297,0,424,1864,156,11020,0,11187,71511,0,65.8,95.5,0,0,0,41,22.8,22.8,93.9,40.6,222,20.4,2453,20.9,477,95,0,2296,25.5,1040,6.09,604,3581,172,22.8,3.57,0,446,0,6280,180,137
2023-03-05 12:08:00,0.389,12436,13308,71707,0,86.9,275,0,0,0,66.4,124,123,166,66.4,225,32.9,70248,126,385,90.1,0,2036,31.6,6989,2.90,172,76.5,1885,122,3.43,0,297,0,430,1908,152,12436,0.389,12587,73102,0,65.2,81.6,0,0,0,41,20.9,25.9,104,41,226,27.4,2461,21.9,438,95,0,2223,25.5,1055,2.90,602,3539,162,20.9,3.57,0,447,0,6386,203,135
2023-03-05 12:10:00,0,11269,35261,94867,0,86.5,322,0,0,0,66.4,130,129,163,66.4,223,30.7,70153,131,426,90.5,0,1954,32.0,6808,4.30,22028,76.4,1758,127,3.90,0,498,0,1720,1780,156,11269,0,13980,75012,0,65.5,81.8,0,0,0,41,21.9,21.9,101,41,229,20.4,2466,22.8,519,94.6,0,2308,26.0,1042,4.73,24664,3539,178,21.9,4.03,0,594,0,25808,185,141
2023-03-05 12:12:00,0,10436,12785,71232,0,87.2,204,0,0,0,66.8,135,135,158,66.1,219,30.7,70230,126,406,90.5,0,1959,32.3,6976,4.67,181,77,1828,133,4.13,0,297,0,431,1842,154,10436,0,10617,70865,0,66.2,73.1,0,0,0,41,28.0,22.8,89.9,40.6,220,20.1,2462,27.5,477,94.6,0,2184,26.2,1065,5.03,615,3540,162,27.8,4.27,0,448,0,6379,171,141
2023-03-05 12:14:00,0,9777,12271,67855,0,87.2,145,0,0,0,66.4,123,123,161,65.3,225,31.5,70142,121,423,90.5,0,1932,32.3,6812,5.93,178,121,1772,121,4.13,0,297,0,422,1851,154,9777,0,9953,69535,0,66.2,78.7,0,0,0,41.4,20.9,20.9,93.8,40.3,226,25.5,2460,26.5,504,95,0,2281,26.2,1040,6.69,611,3556,153,20.9,4.27,0,448,0,6276,205,134
2023-03-05 12:16:00,0,9947,12783,97413,0,87.6,203,0,0,0,66.4,124,123,159,66.1,222,33.6,70195,115,393,90.5,0,1996,32.3,6919,3.97,172,121,1823,122,4.13,0,297,0,417,1850,155,9947,0,10112,71112,0,66.2,73.1,0,0,0,42.1,20.9,20.9,90.3,41,223,23.1,2472,20.0,457,95,0,2291,26.2,1041,4.36,596,3558,160,20.9,4.27,0,447,0,6166,192,135
2023-03-05 12:18:00,0,12096,13319,69560,0,87.6,274,0,0,0,66.1,119,118,161,66.4,221,32.8,70253,121,380,89.8,0,2032,32.3,7044,5.13,171,76.1,1907,116,4.13,0,299,0,423,1934,155,12096,0,12248,73031,0,66.2,81.6,0,0,0,41,20.0,20.0,99.3,41,221,21.5,2469,20.9,437,95,0,2216,26.2,1088,5.95,595,3539,190,20.0,4.27,0,447,0,6272,201,137
2023-03-05 12:20:00,0,11057,35191,96365,0,87.2,144,0,0,0,65.7,124,124,163,66.8,223,30.7,70106,121,453,89.8,0,1951,32.3,6793,4.40,21994,76,1764,122,3.67,0,500,0,1713,1804,154,11057,0,13789,74752,0,66.6,79.0,0,0,0,41,20.9,20.9,101,41.4,229,19.7,2452,20.9,564,95,0,2313,26.2,1025,4.83,24545,3539,168,20.9,3.80,0,594,0,25660,205,134
2023-03-05 12:22:00,0,10663,12797,76151,0,87.3,206,0,0,0,65.7,125,123,161,66.8,226,32.1,70192,121,404,89.8,0,1949,32.3,7036,5.79,178,75.8,1844,122,3.43,0,299,0,424,1874,154,10663,0,10841,70996,0,66.6,81.3,0,0,0,41.4,20.9,20.9,94.2,41.4,229,21.6,2459,20.9,472,95,0,2175,26.2,1053,6.56,608,3494,153,20.9,3.57,0,447,0,6278,197,135
2023-03-05 12:24:00,0,10244,12244,65440,0,87.3,144,0,0,0,66.1,136,135,161,66.4,220,31.5,70142,132,394,89.8,0,1927,32.3,6753,3.97,181,118,1766,133,3.67,0,298,0,423,1783,152,10244,0,10408,69924,0,66.2,78.7,0,0,0,41.4,22.8,22.8,93.1,41.4,221,20.6,2457,22.8,456,95,0,2282,26.2,1041,3.97,605,3511,181,22.8,3.80,0,447,0,6274,205,135
2023-03-05 12:26:00,0,11058,13308,73117,0,86.5,2227,0,0,0,66.4,124,123,162,67.2,223,32.9,70240,121,386,89.8,0,2037,32.3,7029,5.16,171,120,1878,122,4.13,0,297,0,423,1898,155,11058,0,11217,71677,0,65.5,106,0,0,0,41.7,20.9,20.9,95.3,41.4,224,22.4,2461,20.9,452,95,0,2283,26.2,1019,5.19,597,3558,174,20.9,4.27,0,447,0,6274,204,137
2023-03-05 12:28:00,0,12098,12755,67325,0,85.1,1638,0,0,0,66.8,130,129,161,66.4,223,32.1,70205,126,349,90.9,0,1966,32.3,6842,3.97,171,77.1,1818,127,4.13,0,298,0,421,1840,153,12098,0,12241,72145,0,64,90.4,0,0,0,41.7,21.9,21.9,99.2,41,230,21.5,2468,21.9,390,94.6,0,2205,26.2,1041,3.97,599,3539,149,21.9,4.27,0,447,0,6275,193,135
2023-03-05 12:30:00,0,11645,35114,96047,0,85.7,143,0,0,0,65.7,135,135,164,66.1,222,55.4,70227,126,454,90.9,0,1938,32.3,6765,6.88,21850,77.4,1766,133,4.06,0,501,0,1730,1794,152,11645,0,14378,75534,0,64.7,78.7,0,0,0,41.4,22.8,22.8,103,40.6,228,63.0,2472,21.9,567,94.6,0,2306,26.2,1044,6.93,24497,3569,172,22.8,3.80,0,593,0,25739,205,135
2023-03-05 12:32:00,0,10330,12782,71169,0,87.2,202,0,0,0,65.7,129,128,163,65.7,226,57.7,70204,126,400,90.5,0,1958,32.3,6916,5.34,175,77.1,1831,127,3.43,0,296,0.389,425,1856,154,10330,0,10507,70584,0,66.2,73.1,0,0,0.389,41.4,21.9,21.9,95.5,40.6,229,64.5,2460,21.9,472,95,0,2178,26.2,1024,5.02,602,3540,154,21.9,3.57,0,447,0.389,6281,194,135
2023-03-05 12:34:00,0,10643,12774,78168,0,87.2,211,0,0,0,66.4,119,118,156,66.1,222,32.9,70207,121,391,91.2,0,1978,32.3,6880,4.77,174,121,1835,116,3.67,0,295,0,426,1844,155,10643,0,10805,70719,0,66.2,80.1,0,0,0,41.7,20.0,20.0,86.3,41.4,223,22.5,2458,20.9,456,95,0,2281,26.2,1078,5.19,598,3556,171,20.0,3.80,0,447,0,6282,194,135
2023-03-05 12:36:00,0,10932,12817,99388,0,87.2,209,0,0,0,66.4,119,118,166,65.7,218,32.1,70141,121,419,90.9,0,1985,32.3,6956,3.93,175,122,1818,116,4.13,0,296,0,424,1833,155,10932,0,11103,71871,0,66.2,80.1,0,0,0,41.4,20.0,20.0,105,40.3,217,21.9,2459,20.9,497,95.4,0,2282,26.2,1059,4.36,601,3558,162,20.0,4.27,0.389,447,0,6280,180,136
2023-03-05 12:38:00,0,12329,12767,69116,0,87.2,456,0,0,0,66.8,119,118,163,65.7,223,30.7,70199,121,351,90.5,0,1974,32.3,6884,4.43,176,76.4,1832,116,4.13,0,298,0,417,1844,154,12329,0,12469,72985,0,66.2,84.4,0,0,0,41.7,20.0,20.0,101,40.3,230,20.1,2467,20.9,393,95,0,2198,26.2,1027,4.82,606,3539,180,20.0,4.27,0,447,0,6175,188,135
2023-03-05 12:40:00,0,11792,35125,98044,0,87.2,1702,0,0,0,66.4,135,140,160,65.3,225,32.5,70137,132,457,89.4,0,1939,32.4,6810,6.13,21873,75.5,1769,139,3.67,0,501,0,1716,1786,155,11792,0,14513,76505,0,66.2,101,0,0,0,41.7,22.8,23.8,91.9,39.9,232,21.8,2459,22.8,566,95,0,2293,26.0,1041,12.9,24495,3539,174,23.8,3.80,0,594,0,25655,190,137
2023-03-05 12:42:00,0,10905,13279,73309,0,87.2,1762,0,0,0.389,66.1,130,135,163,65.7,222,33.3,70207,126,445,89.8,0,1954,32.7,6904,3.93,538,76.5,1823,133,3.43,0,391,0,594,1832,156,10905,0,11454,71864,0,66.2,95.2,0.389,0,0,41,21.9,22.8,95.7,40.6,225,22.8,2459,21.9,551,95,0,2173,26.2,1066,4.62,1021,3563,158,22.8,3.57,0,513,0,6301,192,138
2023-03-05 12:44:00,0,10838,13270,69752,0,86.5,261,0,0,0.389,66.1,130,129,163,66.4,226,32.1,70253,126,363,89.4,0,2041,32.3,6930,3.93,158,121,1876,127,3.43,0,299,0,419,1894,152,10838,0,10985,71121,0,65.5,74.2,0.389,0,0,40.6,21.9,21.9,95.4,41,229,21.9,2466,21.9,409,95,0,2290,26.2,1021,4.30,602,3556,166,21.9,3.96,0,447,0,6281,180,135
