"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc19baac49013b)","Transmit Total (lxc19bdc82a2f8f)","Transmit Total (lxc1b15a2b5a9b5)","Transmit Total (lxc3a49c4605d4a)","Transmit Total (lxc3f917ecdd144)","Transmit Total (lxc4861fd3a4dcf)","Transmit Total (lxc4a88113a0197)","Transmit Total (lxc4b2dfaf1f74a)","Transmit Total (lxc5a020ca534a0)","Transmit Total (lxc5cf8d3667393)","Transmit Total (lxc65ec27df4c0e)","Transmit Total (lxc743fe122abe5)","Transmit Total (lxc7d95b9b6996f)","Transmit Total (lxc95534620e067)","Transmit Total (lxc9a7e0a10e978)","Transmit Total (lxc9ce1df3cef22)","Transmit Total (lxc9e21ad79a680)","Transmit Total (lxc9f3e81538c96)","Transmit Total (lxc_health)","Transmit Total (lxcaaca9437fdda)","Transmit Total (lxcaaf1223a92e5)","Transmit Total (lxcc21393e88703)","Transmit Total (lxcd26f8087f5ee)","Transmit Total (lxce343dc06c7ec)","Transmit Total (lxce4b97a3a4d29)","Transmit Total (lxced3e9eb0aabf)","Transmit Total (lxcf169989722c7)","Transmit Total (lxcf489e20e115b)","Transmit Total (lxcfa7642c28950)","Transmit Total (lxcfb46c47f9dae)","Transmit Total (lxcfbc3aeaf7c5d)","Transmit Total (lxcff8e8ef11844)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc19baac49013b)","Receive Total (lxc19bdc82a2f8f)","Receive Total (lxc1b15a2b5a9b5)","Receive Total (lxc3a49c4605d4a)","Receive Total (lxc3f917ecdd144)","Receive Total (lxc4861fd3a4dcf)","Receive Total (lxc4a88113a0197)","Receive Total (lxc4b2dfaf1f74a)","Receive Total (lxc5a020ca534a0)","Receive Total (lxc5cf8d3667393)","Receive Total (lxc65ec27df4c0e)","Receive Total (lxc743fe122abe5)","Receive Total (lxc7d95b9b6996f)","Receive Total (lxc95534620e067)","Receive Total (lxc9a7e0a10e978)","Receive Total (lxc9ce1df3cef22)","Receive Total (lxc9e21ad79a680)","Receive Total (lxc9f3e81538c96)","Receive Total (lxc_health)","Receive Total (lxcaaca9437fdda)","Receive Total (lxcaaf1223a92e5)","Receive Total (lxcc21393e88703)","Receive Total (lxcd26f8087f5ee)","Receive Total (lxce343dc06c7ec)","Receive Total (lxce4b97a3a4d29)","Receive Total (lxced3e9eb0aabf)","Receive Total (lxcf169989722c7)","Receive Total (lxcf489e20e115b)","Receive Total (lxcfa7642c28950)","Receive Total (lxcfb46c47f9dae)","Receive Total (lxcfbc3aeaf7c5d)","Receive Total (lxcff8e8ef11844)"
2023-03-04 12:00:00,0,11219,12238,68901,0,88.2,131,0,0,0,66.1,130,129,160,66.4,225,30.7,69922,121,385,90.9,0,1944,32.3,6756,4.63,176,76.9,1761,127,4.13,0,297,0,424,1788,152,11219,0,11380,70891,0,66.8,71.3,0,0,0,41.4,21.9,21.9,96.4,41,232,20.1,2452,20.9,443,94.6,0,2309,26.2,1031,5.02,594,3540,151,21.9,4.27,0,447,0,6281,187,135
2023-03-04 12:02:00,0,10552,20541,79786,0,88.2,216,0,0,0,66.4,124,123,163,66.1,221,32.3,69998,121,439,91.6,0,1952,32.3,6938,4.30,7622,76.9,1842,122,4.13,0,297,0.389,743,1888,154,10552,0,11493,71698,0,66.8,80.5,0,0,0,41.7,20.9,20.9,95.1,41,222,21.5,2455,20.9,518,94.6,0,2182,26.2,1066,5.06,8766,3540,172,20.9,4.27,0,447,0,13008,201,135
2023-03-04 12:04:00,0,10245,35087,92395,0,87.4,143,0,0,0,66.8,124,123,165,65.7,220,31.5,69934,121,439,90.1,0,1928,32.3,6740,3.66,22030,121,1760,122,3.67,0,501,0,1722,1815,156,10245,0,12958,73708,0,66.4,78.7,0,0,0,41.4,20.9,20.9,99.5,40.6,221,20.6,2453,20.9,533,95,0,2276,26.2,1047,3.27,24560,3557,183,20.9,3.80,0,594,0,25819,215,136
2023-03-04 12:06:00,0,11068,12733,76233,0,87.9,1643,0,0,0,66.5,130,129,166,66.1,222,32.1,69989,120,404,89.8,0,1972,32.3,7020,5.47,178,122,1840,127,3.67,0,297,0,425,1870,155,11068,0,11236,71919,0,66.1,91.6,0,0,0,41.7,21.9,21.9,100,40.6,224,21.9,2458,20.9,470,95,0,2256,26.2,1056,6.28,601,3581,173,21.9,3.80,0,447,0,6281,202,135
2023-03-04 12:08:00,0,12538,13294,104336,0,87.6,277,0,0,0,66.0,124,118,158,65.7,222,31.5,70088,110,384,89.7,0,2041,32.3,7001,5.10,176,76.9,1890,116,3.67,0,297,0,430,1915,156,12538,0,12695,73711,0,66.3,89.4,0,0,0,41.7,20.9,19.9,94.8,40.6,223,21.4,2455,19.0,445,95.0,0.389,2244,26.2,1062,5.91,597,3538,176,19.9,3.80,0,447,0.389,6382,212,137
2023-03-04 12:10:00,0,11222,12248,92951,0,86.5,130,0,0,0,65.7,118,117,160,66.1,220,32.3,69942,120,387,90.1,0,1946,32.3,6787,4.67,172,76.2,1747,116,3.90,0,298,0,431,1773,155,11222,0,11380,71596,0,65.5,71.3,0,0,0,41.4,20.0,20.0,91.2,41,227,22.2,2446,20.9,445,95,0,2319,26.2,1054,5.03,598,3539,181,20.0,4.03,0,447,0,6385,214,136
2023-03-04 12:12:00,0.389,10174,15308,74057,0,87.2,2010,0,0,0,66.4,130,129,165,66.1,223,32.1,70004,126,409,90.5,0,1948,32.3,6854,5.57,2638,75.8,1820,127,4.29,0,298,0,527,1837,152,10174,0.389,10602,70574,0,66.2,106,0,0,0,42.1,21.9,21.9,99.8,40.6,224,21.9,2456,21.9,478,95,0,2181,26.2,988,6.36,3308,3539,157,21.9,4.03,0,447,0,8431,180,135
2023-03-04 12:14:00,0.389,9925,35027,92943,0,87.2,1950,0,0,0,66.8,118,117,164,65.7,219,32.1,69984,120,467,89.7,0.389,1917,32.3,6733,3.96,21886,120,1769,116,4.52,0,501,0,1727,1831,154,9925,0.389,12644,73241,0,66.2,111,0,0,0,41.3,19.9,19.9,98.2,40.6,219,21.5,2468,20.9,581,95.0,0,2278,26.2,1015,3.96,24493,3556,178,19.9,4.26,0,594,0,25806,211,135
2023-03-04 12:16:00,0,10274,12190,71807,0,87.2,670,0,0.389,0,66.9,130,129,160,66.1,221,32.1,69949,126,396,89.4,0.389,1908,32.7,6768,6.17,164,122,1760,128,4.13,0,296,0,433,1779,155,10274,0,10441,69969,0,66.2,85.5,0,0,0,41.4,21.9,21.9,92.1,41.4,220,21.4,2459,21.9,457,95,0,2250,26.2,1068,7.02,604,3560,178,22.2,4.27,0,447,0,6380,201,136
2023-03-04 12:18:00,0,11411,12742,68614,0,87.2,749,0,0.389,0,66.8,130,129,157,66.4,222,32.1,70016,126,378,90.5,0,1998,32.4,6896,6.13,175,77.5,1843,128,3.90,0,298,0,424,1867,153,11411,0,11569,71493,0,66.2,94.0,0,0,0,41.8,21.9,22.2,88.5,41,223,21.6,2452,21.9,436,95,0,2245,26.0,1036,12.8,602,3570,169,22.2,4.03,0,447,0,6276,200,135
2023-03-04 12:20:00,0,10967,12269,71064,0,87.2,144,0,0,0,66.8,136,135,167,66.1,218,30.7,69998,132,413,91.6,0,1945,31.8,6823,3.50,167,75.4,1767,133,3.67,0,298,0,423,1778,154,10967,0,11141,70947,0,66.2,78.7,0,0,0,41.8,22.8,23.2,105,40.7,219,19.7,2457,22.8,486,94.7,0,2310,25.7,1003,3.50,590,3541,167,22.8,3.80,0,447,0,6278,196,135
2023-03-04 12:22:00,0,10334,12725,75752,0,87.2,203,0,0,0,66.4,130,129,163,66.1,227,33.3,69951,126,406,90.5,0,1948,32.0,6936,4.67,171,76.6,1824,127,3.67,0,298,0,425,1849,154,10334,0,10509,70382,0,66.2,73.1,0,0,0,41.4,22.2,21.9,98.2,40.6,236,23.0,2456,21.9,472,94.6,0,2168,26.0,1054,5.10,594,3539,181,21.9,3.80,0,447,0,6274,195,134
2023-03-04 12:24:00,0,10788,35627,117239,0,87.2,210,0,0,0,66.4,135,134,160,65.7,224,58.0,70013,132,438,90.1,0,1977,32.0,6906,6.26,22072,121,1841,133,4.13,0,500,0,1714,1862,154,10788,0,13495,75169,0,66.2,80.1,0,0,0,41.4,22.8,22.8,92.4,40.3,227,64.3,2451,22.8,538,95,0,2270,26.0,1080,7.51,24597,3586,196,22.8,4.66,0.389,593,0,25757,185,135
2023-03-04 12:26:00,0,10961,12818,97243,0,87.2,385,0.389,0,0,66.4,130,129,158,65.7,219,34.5,70000,126,401,94.1,0,1954,32.0,7019,5.09,178,122,1840,127,4.13,0,298,0,424,1879,154,10961,0,11127,71888,0,66.2,83.2,0,0,0,41.4,21.9,21.9,90.1,40.3,219,22.2,2444,22.2,471,98.0,0,2278,26.0,1055,5.91,604,3588,210,21.9,4.27,0,447,0,6278,190,136
2023-03-04 12:28:00,0,11757,12745,69275,0,85,393,0,0,0,66.4,135,134,166,66.1,223,30.7,70019,126,358,90.9,0,1967,32.3,6871,2.90,173,76.8,1836,132,3.67,0.389,296,0,424,1874,155,11757,0,11903,71772,0,64,83.6,0,0,0,41.4,22.8,22.8,104,41,224,20.5,2466,21.9,408,95,0,2243,26.2,1022,2.90,595,3540,184,22.8,3.80,0,447,0,6277,188,135
2023-03-04 12:30:00,0,11352,12271,69080,0,85.7,1482,0,0,0,67.2,135,134,163,65.7,222,32.1,69956,132,413,89.8,0,1922,32.3,6762,3.27,157,74.6,1744,133,3.43,0,297,0,417,1766,154,11352,0,11522,71100,0,64.7,99.7,0.389,0,0,41.7,22.8,22.8,101,41,234,21.4,2475,22.8,485,95,0,2289,26.2,1073,3.27,592,3539,164,22.8,3.57,0,447,0,6171,200,135
2023-03-04 12:32:00,0,10521,12729,71078,0,87.2,202,0,0,0.389,66.1,130,123,156,66.1,222,32.9,69954,121,404,89.4,0,1956,32.3,6939,5.70,172,76.4,1823,127,3.43,0,299,0,415,1853,155,10521,0,10694,70532,0,66.2,73.1,0,0,0,40.6,21.9,20.9,88.2,41,228,22.5,2452,20.9,471,95,0,2177,26.2,1056,11.6,595,3569,173,21.9,3.57,0,447,0,6169,197,142
2023-03-04 12:34:00,0,10890,36110,94834,0,87.2,274,0,0,0,66.8,124,129,157,66.4,220,31.1,70075,126,438,89.4,0,2037,32.3,6992,6.37,22011,118,1894,127,3.43,0,502,0,1715,1908,156,10890,0,13596,74889,0,66.2,81.6,0,0,0,41.7,20.9,21.9,88.0,41.4,222,21.1,2461,21.9,534,95,0,2288,26.2,1039,12.7,24570,3555,179,21.9,3.57,0,594,0,25800,215,142
2023-03-04 12:36:00,0,10144,12208,73237,0,87.2,144,0,0,0,66.4,130,129,162,66.4,223,31.5,69952,121,422,89.4,0,1915,32.0,6900,2.90,178,120,1774,127,3.67,0,296,0,427,1780,154,10144,0,10322,70039,0,66.2,78.7,0,0,0.389,41.7,21.9,21.9,95.1,41.4,226,25.9,2454,20.9,500,95,0,2254,26.0,1063,2.90,604,3586,168,21.9,3.80,0,447,0,6283,207,135
2023-03-04 12:38:00,0,13077,12755,68577,0,87.2,203,0,0,0,66.8,118,118,163,65.7,218,32.1,70027,115,352,89.4,0,1996,32.3,6881,5.13,171,76.8,1816,116,3.90,0,297,0,417,1837,155,13077,0,13212,73201,0,66.2,73.1,0,0,0.389,41.4,20.0,20.0,95.6,41,219,27.4,2472,20.0,391,95,0,2244,26.2,1052,5.56,591,3569,169,20.0,4.03,0,447,0,6179,191,135
2023-03-04 12:40:00,0,12224,12284,69459,0,87.2,144,0,0,0,66.4,118,118,158,66.1,225,32.9,69969,115,414,90.1,0,1941,32.3,6769,7.20,176,77.3,1759,116,3.90,0,298,0,424,1777,154,12224,0,12391,72477,0,66.2,78.7,0,0,0,41.4,25.4,25.5,90.0,41.4,232,28.8,2455,25.0,487,94.6,0,2309,26.2,1000,8.48,598,3569,189,20.0,4.03,0,447,0,6280,208,136
2023-03-04 12:42:00,0,10615,12737,72731,0,87.2,203,0,0,0,66.4,124,123,160,66.8,220,32.9,70026,126,407,90.1,0,1949,32.0,6907,5.33,169,77.3,1834,122,3.67,0,297,0,424,1853,155,10615,0,10789,70744,0,66.2,73.1,0,0,0,41,26.3,20.9,97.4,41.4,221,22.8,2456,21.9,472,95,0,2182,26.0,1047,6.19,593,3540,168,26.6,3.80,0,448,0,6280,203,135
2023-03-04 12:44:00,0,10966,35970,96007,0,86.5,261,0,0,0,66.1,118,123,164,66.1,219,32.1,70060,121,406,90.1,0,2028,31.6,6983,3.27,21924,120,1882,116,3.43,0,503,0,1718,1894,155,10966,0,13664,75199,0,65.5,74.2,0,0,0,40.6,20.0,20.9,103,40.6,219,21.4,2469,20.9,486,95,0,2291,25.5,1065,3.27,24452,3556,164,20.0,3.57,0,595,0,25698,186,135
2023-03-04 12:46:00,0,9722,12208,68823,0,86.9,148,0,0,0,66.4,123,123,168,66.4,225,31.5,69962,120,422,90.1,0,1910,31.6,6759,3.27,179,121,1759,121,3.43,0,298,0,417,1771,155,9722,0,9903,69678,0,65.5,86.1,0,0,0,41.7,20.9,20.9,103,41,227,20.6,2455,20.9,500,95,0,2250,25.5,1026,3.27,603,3586,164,20.9,3.57,0,447,0,6182,180,136
2023-03-04 12:48:00,0,11895,12724,67566,0,87.2,205,0,0,0,66.4,130,129,158,66.4,221,30.7,70015,132,357,90.5,0,1985,32.0,6858,5.70,174,76.7,1833,127,3.90,0,298,0,424,1852,155,11895,0,12038,72518,0,66.2,81.0,0,0.389,0,42.1,21.9,21.9,89.9,41.4,222,19.7,2459,22.8,395,95,0,2234,26.0,1027,6.78,598,3540,166,21.9,4.03,0,447,0,6284,187,135
2023-03-04 12:50:00,0,11346,12280,70925,0,87.2,144,0,0,0,66.4,123,123,158,66.4,219,32.9,69961,126,411,90.1,0,1938,32.3,6846,6.13,172,76.5,1742,121,4.13,0,296,0,425,1776,154,11346,0,11518,71519,0,66.2,78.7,0,0,0,41,20.9,20.9,90.0,41,224,23.1,2458,21.9,484,95,0,2310,26.2,1081,7.58,597,3540,165,20.9,4.27,0,447,0,6284,206,134
2023-03-04 12:52:00,0,10452,12767,72778,0,87.2,747,0,0,0,66.1,130,129,166,66.1,221,32.3,70098,132,430,90.1,0,1953,32.0,6961,4.30,174,76.5,1814,127,3.90,0,298,0,423,1835,155,10452,0,10640,70587,0,66.2,95.1,0,0,0,41.4,21.9,21.9,105,40.6,228,21.4,2457,22.8,516,95,0,2183,26.0,1050,4.67,602,3540,161,21.9,4.03,0,447,0,6284,187,135
2023-03-04 12:54:00,0,10779,36130,118554,0,87.2,262,0,0,0,66.1,130,129,163,65.7,223,31.5,70082,126,408,90.5,0,2029,32.0,6984,4.67,22038,121,1880,127,3.43,0,501,0,1726,1897,153,10779,0,13487,75308,0,66.2,74.2,0,0,0,42.1,21.9,21.9,96.0,40.3,225,20.5,2460,21.9,490,95,0,2279,26.0,1034,5.06,24603,3557,181,21.9,3.57,0,593,0,25816,184,136
2023-03-04 12:56:00,0,10069,15374,72597,0,87.2,143,0,0,0,66.4,113,112,166,65.7,223,32.1,69966,110,471,90.9,0,1901,32.3,6813,4.30,3106,121,1749,111,3.43,0,500,0,925,1770,154,10069,0,10889,70615,0,66.2,78.7,0,0,0,41.7,19,19,99.1,40.3,225,21.6,2457,19,585,95,0,2244,26.2,1065,4.69,3833,3558,176,19,3.57,0,593,0,9007,194,135
2023-03-04 12:58:00,0,11196,12725,67480,0,87.2,393,0,0,0,66.4,118,118,163,65.7,220,30.7,70041,115,355,90.5,0,1987,32.3,6866,5.57,178,76.0,1811,116,3.90,0,296,0,423,1839,155,11196,0,11348,71041,0,66.2,83.6,0,0,0,41.4,20.0,20.0,95.1,40.3,226,19.7,2461,20.0,400,95,0,2236,26.2,1052,6.36,606,3494,159,20.0,4.03,0,447,0,6274,197,137
2023-03-04 13:00:00,0,10630,12241,80491,0,87.2,1931,0,0,0,66.4,118,118,159,66.4,223,32.9,69982,121,391,90.5,0,1943,32.3,6773,4.63,175,76.7,1752,116,4.13,0,297,0,421,1771,155,10630,0,10799,70399,0,66.2,103,0,0,0,41.4,20.0,20.0,97.4,41,229,22.3,2452,20.9,455,95,0,2303,26.2,1030,5,597,3494,157,20.0,4.27,0,447,0,6276,177,137
2023-03-04 13:02:00,0,9938,12228,69255,0,86.5,3385,0,0,0,66.8,124,123,163,66.1,224,34.3,69959,121,435,90.5,0,1902,32.0,6789,3.97,174,76.9,1773,122,4.13,0,296,0,430,1790,153,9938,0,10127,69605,0,65.5,129,0,0,0,41.4,20.9,20.9,102,40.6,227,24.2,2456,20.9,517,95,0,2173,26.0,1020,3.97,595,3540,159,20.9,4.27,0,447,0,6378,185,135
2023-03-04 13:04:00,0,10642,35579,94576,0,85.7,202,0,0,0,66.1,118,118,164,65.3,223,30.7,70016,115,407,90.9,0,1983,32.0,6926,6.51,21960,120,1850,116,4.13,0,503,0.389,1718,1868,153,10642,0,13339,74453,0,64.7,73.1,0,0,0,41,20.0,20.0,97.4,40.3,225,19.7,2459,20.0,488,95,0,2276,26.0,1059,6.97,24568,3556,164,20.0,4.27,0,594,0.389,25739,190,135
2023-03-04 13:06:00,0,10724,20035,84029,0,85.7,144,0,0,0,65.7,113,112,164,66.0,221,32.1,69960,110,478,90.5,0,1914,32.0,6763,6.51,7522,121,1746,111,4.13,0,501,0.389,1098,1768,154,10724,0,11989,72171,0,64.7,78.7,0,0,0,40.6,19,19,97.3,41,224,21.6,2457,19,598,95,0,2254,26.0,1004,6.97,8718,3558,156,19,4.27,0,593,0.389,12804,179,136
2023-03-04 13:08:00,0,11846,12756,69013,0,87.2,216,0,0,0,66.1,124,123,161,66.4,219,31.5,70025,120,379,91.2,0,2003,31.8,6864,4.17,173,76.3,1820,122,3.67,0,296,0,422,1844,154,11846,0,11999,71911,0,66.2,80.5,0,0,0,40.6,20.9,20.9,93.7,41.4,219,20.5,2463,20.9,435,95,0,2243,25.7,1013,4.66,598,3539,142,20.9,3.80,0,447,0,6276,183,136
2023-03-04 13:10:00,0.389,11519,12775,71088,0,87.2,1524,0,0,0,66.1,124,129,157,65.7,226,32.9,70036,121,384,90.1,0,2000,31.6,6873,3.66,172,76.1,1825,127,3.82,0,299,0,424,1850,152,11519,0.389,11674,72063,0,66.2,94.4,0,0,0,41.4,20.9,21.9,88.1,40.6,233,22.8,2459,20.9,441,95,0,2308,25.5,1022,3.27,594,3539,152,21.9,3.57,0,447,0,6276,185,135
2023-03-04 13:12:00,0,10852,12770,71152,0,87.2,208,0,0,0,66.0,134,134,163,66.0,224,30.7,70076,125,439,90.5,0,1952,31.8,6932,4.06,171,76.2,1841,132,3.43,0,299,0,424,1852,155,10852,0,11038,71295,0,66.6,80.1,0,0,0,41.0,22.8,22.8,101,41.0,231,19.7,2460,21.8,518,95.0,0,2190,25.7,1067,4.45,589,3538,167,22.8,3.57,0,447,0,6274,184,137
2023-03-04 13:14:00,0,10878,35755,94716,0,87.2,203,0,0,0,66.4,130,134,159,66.4,219,32.9,70048,126,439,89.8,0,1988,32.3,6920,5.10,22106,119,1850,127,3.43,0,501,0,1720,1926,155,10878,0,13591,74737,0,66.2,73.1,0,0,0,41.7,21.9,22.8,91.7,41,220,22.7,2460,21.9,544,95,0.389,2283,26.2,1055,5.86,24690,3555,164,21.9,3.57,0,593,0,25899,217,137
2023-03-04 13:16:00,0,10200,24503,85229,0,87.2,129,0,0,0,66.1,118,117,164,66.1,221,33.3,69994,115,442,89.8,0.389,1903,32.3,6758,3.93,11868,120,1742,116,3.43,0,500,0,1283,1771,153,10200,0,11879,72233,0,66.2,71.3,0,0,0,42.1,20.0,20.0,97.3,40.3,222,22.3,2467,20.0,536,95,0,2272,26.2,1018,9.49,13446,3557,172,20.0,3.57,0,593,0,16687,202,136
2023-03-04 13:18:00,0,12196,12756,68638,0,87.2,217,0,0.389,0,65.7,118,118,159,66.0,227,32.1,69981,115,378,90.1,0,1985,32.2,6882,3.27,180,77.7,1837,117,3.67,0,296,0,419,1841,155,12196,0,12352,72241,0,66.2,80.5,0,0,0,41.0,19.9,19.9,96.9,41.0,235,22.0,2457,19.9,439,95.0,0,2234,25.7,1038,3.27,601,3540,185,19.9,3.80,0,447,0,6178,192,135
2023-03-04 13:20:00,0,12479,13288,98954,0,87.2,264,0,0,0,66.4,135,134,162,66.4,225,32.1,70105,132,384,89.8,0,2050,32.0,7053,4.67,157,76.2,1883,133,4.13,0,296,0,423,1894,154,12479,0,12635,73833,0,66.2,74.2,0,0,0,41.7,22.8,22.8,99.6,41.4,231,21.6,2478,22.8,447,95,0,2316,26.0,1062,5.05,595,3539,162,22.8,4.27,0,447,0,6285,194,141
2023-03-04 13:22:00,0,10095,12254,71382,0,86.5,144,0,0,0,66.4,124,123,163,66.4,219,32.9,70002,126,437,90.2,0,1887,32.0,6914,5.33,154,76.6,1784,122,3.90,0,298,0,425,1830,152,10095,0,10285,69985,0,65.5,78.7,0,0,0,41.4,20.9,21.3,97.1,41,219,27.5,2457,21.9,519,95,0,2174,26.0,1073,6.09,602,3539,174,21.3,4.03,0.389,447,0,6281,230,135
2023-03-04 13:24:00,0,10899,35590,92992,0,87.2,216,0.389,0,0,66.4,130,124,160,66.0,224,30.7,70093,126,440,90.5,0,1981,32.3,6927,4.66,21943,120,1872,127,3.43,0,503,0,1721,1919,152,10899,0,13609,74686,0,66.2,80.5,0,0,0,41.4,22.2,21.3,91.8,40.6,227,19.7,2453,21.8,533,94.6,0,2281,26.2,1037,5.09,24548,3556,181,22.2,3.57,0.389,593,0,25790,237,135
2023-03-04 13:26:00,0,10228,31065,90020,0,87.2,130,0.389,0,0,66.4,119,118,160,66.1,223,32.1,69990,115,443,89.8,0,1905,32.3,6790,5.70,18139,121,1766,116,3.43,0,502,0,1541,1780,154,10228,0,12556,73101,0,66.2,71.3,0.389,0,0,41.4,20.3,20.0,91.8,40.6,225,26.6,2457,20.0,537,94.6,0,2251,26.2,1058,6.49,20350,3558,159,20.0,3.96,0,594,0,22114,174,135
2023-03-04 13:28:00,0,11824,12757,70048,0,87.2,215,0,0,0,65.7,124,123,166,65.7,222,32.9,70056,115,379,90.5,0,1979,31.8,6898,5.43,174,76.4,1821,122,3.67,0,297,0,425,1840,152,11824,0,11980,71952,0,66.2,80.5,0.389,0,0,40.6,20.9,25.9,105,40.3,228,27.8,2454,20.3,438,95.4,0,2230,25.7,1077,6.28,596,3539,169,20.9,4.19,0,447,0,6281,170,135
2023-03-04 13:30:00,0,12284,13300,75575,0,87.2,261,0,0,0,66.8,124,123,158,66.1,220,31.5,70116,120,386,90.1,0,2044,31.6,7050,3.97,178,76.6,1878,122,4.13,0,298,0,423,1907,155,12284,0,12439,72975,0,66.2,74.2,0,0,0,41.4,26.0,20.9,90.8,41,222,20.9,2456,26.9,444,95.4,0,2306,25.5,1057,3.97,606,3539,193,25.9,4.27,0,447,0,6287,215,137
2023-03-04 13:32:00,0,9867,12211,68919,0,87.2,130,0,0,0,66.8,124,123,158,66.1,223,30.7,70006,121,406,89.8,0,1895,31.6,6776,3.73,174,75.8,1737,122,4.13,0,297,0,423,1765,154,9867,0,10044,69522,0,66.2,71.3,0,0,0,41.7,20.9,20.9,89.9,41,225,20.1,2453,20.9,474,95,0,2182,25.5,1040,3.73,603,3569,182,20.9,4.27,0,447,0,6285,210,135
2023-03-04 13:34:00,0,10460,35619,92902,0,87.2,218,0,0,0,66.8,129,128,160,66.4,223,33.6,70060,120,438,89.4,0,1996,32.0,6866,5.47,21963,122,1825,127,3.67,0.389,502,0,1717,1852,151,10460,0,13174,74120,0,66.2,88.3,0,0,0,42.1,21.9,21.9,91.9,41,225,22.5,2460,20.9,535,95,0,2291,26.0,1038,6.54,24592,3586,173,21.9,3.80,0,594,0,25748,194,135
2023-03-04 13:36:00,0,10486,35098,97543,0,87.2,663,0,0,0,66.8,130,129,164,66.4,220,31.5,69995,126,442,89.8,0,1911,32.3,6773,5.90,21961,123,1749,127,3.43,0,502,0,1720,1763,150,10486,0,13207,74121,0,66.2,93.7,0,0,0,41.7,21.9,21.9,96.6,41,221,20.6,2462,21.9,541,95,0,2249,26.2,1022,7.34,24589,3558,182,21.9,3.57,0,594,0,25744,180,137
2023-03-04 13:38:00,0,12647,12776,93117,0,87.2,216,0,0,0.389,66.8,123,123,162,66.1,222,32.1,70054,115,382,89.8,0,2008,31.8,6833,3.70,182,78.0,1812,121,3.43,0,298,0,423,1848,153,12647,0,12798,73566,0,66.2,80.1,0,0,0,42.1,20.9,20.9,99.8,41,229,21.4,2459,20.0,438,95,0,2250,25.7,1049,4.07,612,3563,178,20.9,3.57,0,447,0,6273,191,135
2023-03-04 13:40:00,0,12684,13333,99062,0,85.7,274,0,0,0,66.8,130,123,158,66.4,224,30.7,70109,126,413,89.8,0,2054,31.6,6995,3.27,174,76.9,1865,127,3.43,0,297,0,429,1900,155,12684,0,12849,74209,0,64.7,81.6,0,0,0,41.7,21.9,20.9,95.0,41.4,227,19.7,2457,21.9,487,95,0,2316,25.5,1015,3.27,599,3569,175,21.9,3.57,0,447,0,6378,223,135
2023-03-04 13:42:00,0,9823,12213,70876,0,85.7,130,0,0,0,66.4,146,146,161,66.4,219,32.9,69980,137,409,90.9,0,1890,31.8,6782,6.13,170,75.9,1751,144,3.43,0,296,0,424,1765,155,9823,0,9998,70286,0,64.7,71.3,0,0,0.389,41,24.7,24.7,94.6,41,219,22.0,2451,23.8,474,95,0,2173,25.7,1050,7.31,590,3569,183,24.7,3.57,0,447,0,6275,196,137
2023-03-04 13:44:00,0,10736,35441,94202,0,87.2,1777,0,0,0,65.3,141,140,161,66.1,225,32.1,70059,137,439,90.1,0,1980,32.3,6921,5.57,21818,119,1851,138,3.43,0,502,0,1716,1860,153,10736,0,13456,74628,0,66.2,103,0,0,0,40.3,23.8,23.8,93.4,40.6,227,22.1,2460,23.8,533,95,0,2282,26.2,1080,6.38,24396,3556,159,23.8,3.57,0,594,0,25586,194,137
2023-03-04 13:46:00,0,10272,34914,97126,0,87.6,1692,0,0,0,66.1,135,134,163,66.1,222,31.5,70003,132,441,89.4,0,1902,32.3,6773,3.97,21815,121,1775,133,3.43,0,502,0,1719,1764,151,10272,0,13000,73810,0,66.2,93.7,0,0,0,40.6,22.8,22.8,95.4,40.6,222,21.2,2453,22.8,540,95,0,2253,26.2,1010,3.97,24400,3558,164,22.8,3.57,0,594,0,25586,218,135
2023-03-04 13:48:00,0,11354,12214,65217,0,87.6,136,0,0,0,66.4,129,134,158,65.7,225,32.3,70005,126,349,89.8,0,1937,32.3,6762,3.50,174,77.9,1774,132,3.67,0,297,0,425,1780,152,11354,0,11500,70917,0,66.2,72.1,0,0.389,0,41,21.9,22.8,89.9,40.3,231,21.8,2457,21.9,391,95,0,2241,26.2,1052,3.50,598,3540,162,22.8,3.80,0,447,0,6283,230,134
2023-03-04 13:50:00,0,11921,12805,73015,0,87.2,1798,0,0,0,65.3,141,140,161,65.7,226,32.9,70054,137,416,91.2,0,1995,32.3,7002,6.73,172,77.9,1825,138,4.13,0,299,0,428,1840,154,11921,0,12090,72065,0,66.2,114,0,0.389,0,39.9,23.8,23.8,99.3,40.3,229,22.9,2457,23.8,487,95,0,2310,26.2,1086,8,593,3564,164,23.8,4.27,0,447,0,6282,210,135
