"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc05f9280b1f7d)","Receive Errors (lxc0ba74fa7007d)","Receive Errors (lxc25abdb9518a6)","Receive Errors (lxc2e15697085ba)","Receive Errors (lxc351b734952bf)","Receive Errors (lxc439d18cf1dfb)","Receive Errors (lxc455426f94f9c)","Receive Errors (lxc479ad4d1b42f)","Receive Errors (lxc48fb769fcb98)","Receive Errors (lxc51649e01d43c)","Receive Errors (lxc6652d1a74bef)","Receive Errors (lxc71c73856a325)","Receive Errors (lxc75487fceda84)","Receive Errors (lxc7de18daac863)","Receive Errors (lxc943bedc4eaa3)","Receive Errors (lxc958e3c40dcda)","Receive Errors (lxc9b6e428e64f8)","Receive Errors (lxc9c44d2cefee9)","Receive Errors (lxc_health)","Receive Errors (lxcf05a48dbfe36)","Receive Errors (lxcf1111066d3f9)","Receive Errors (lxcf6a76edb12f4)","Receive Errors (lxcfd79045a9c86)","Receive Errors (lxcffe99ab4c80b)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05f9280b1f7d)","Receive Total (lxc0ba74fa7007d)","Receive Total (lxc25abdb9518a6)","Receive Total (lxc2e15697085ba)","Receive Total (lxc351b734952bf)","Receive Total (lxc439d18cf1dfb)","Receive Total (lxc455426f94f9c)","Receive Total (lxc479ad4d1b42f)","Receive Total (lxc48fb769fcb98)","Receive Total (lxc51649e01d43c)","Receive Total (lxc6652d1a74bef)","Receive Total (lxc71c73856a325)","Receive Total (lxc75487fceda84)","Receive Total (lxc7de18daac863)","Receive Total (lxc943bedc4eaa3)","Receive Total (lxc958e3c40dcda)","Receive Total (lxc9b6e428e64f8)","Receive Total (lxc9c44d2cefee9)","Receive Total (lxc_health)","Receive Total (lxcf05a48dbfe36)","Receive Total (lxcf1111066d3f9)","Receive Total (lxcf6a76edb12f4)","Receive Total (lxcfd79045a9c86)","Receive Total (lxcffe99ab4c80b)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc05f9280b1f7d)","Transmit Errors (lxc0ba74fa7007d)","Transmit Errors (lxc25abdb9518a6)","Transmit Errors (lxc2e15697085ba)","Transmit Errors (lxc351b734952bf)","Transmit Errors (lxc439d18cf1dfb)","Transmit Errors (lxc455426f94f9c)","Transmit Errors (lxc479ad4d1b42f)","Transmit Errors (lxc48fb769fcb98)","Transmit Errors (lxc51649e01d43c)","Transmit Errors (lxc6652d1a74bef)","Transmit Errors (lxc71c73856a325)","Transmit Errors (lxc75487fceda84)","Transmit Errors (lxc7de18daac863)","Transmit Errors (lxc943bedc4eaa3)","Transmit Errors (lxc958e3c40dcda)","Transmit Errors (lxc9b6e428e64f8)","Transmit Errors (lxc9c44d2cefee9)","Transmit Errors (lxc_health)","Transmit Errors (lxcf05a48dbfe36)","Transmit Errors (lxcf1111066d3f9)","Transmit Errors (lxcf6a76edb12f4)","Transmit Errors (lxcfd79045a9c86)","Transmit Errors (lxcffe99ab4c80b)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc05f9280b1f7d)","Receive Dropped (lxc0ba74fa7007d)","Receive Dropped (lxc25abdb9518a6)","Receive Dropped (lxc2e15697085ba)","Receive Dropped (lxc351b734952bf)","Receive Dropped (lxc439d18cf1dfb)","Receive Dropped (lxc455426f94f9c)","Receive Dropped (lxc479ad4d1b42f)","Receive Dropped (lxc48fb769fcb98)","Receive Dropped (lxc51649e01d43c)","Receive Dropped (lxc6652d1a74bef)","Receive Dropped (lxc71c73856a325)","Receive Dropped (lxc75487fceda84)","Receive Dropped (lxc7de18daac863)","Receive Dropped (lxc943bedc4eaa3)","Receive Dropped (lxc958e3c40dcda)","Receive Dropped (lxc9b6e428e64f8)","Receive Dropped (lxc9c44d2cefee9)","Receive Dropped (lxc_health)","Receive Dropped (lxcf05a48dbfe36)","Receive Dropped (lxcf1111066d3f9)","Receive Dropped (lxcf6a76edb12f4)","Receive Dropped (lxcfd79045a9c86)","Receive Dropped (lxcffe99ab4c80b)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc05f9280b1f7d)","Transmit Dropped (lxc0ba74fa7007d)","Transmit Dropped (lxc25abdb9518a6)","Transmit Dropped (lxc2e15697085ba)","Transmit Dropped (lxc351b734952bf)","Transmit Dropped (lxc439d18cf1dfb)","Transmit Dropped (lxc455426f94f9c)","Transmit Dropped (lxc479ad4d1b42f)","Transmit Dropped (lxc48fb769fcb98)","Transmit Dropped (lxc51649e01d43c)","Transmit Dropped (lxc6652d1a74bef)","Transmit Dropped (lxc71c73856a325)","Transmit Dropped (lxc75487fceda84)","Transmit Dropped (lxc7de18daac863)","Transmit Dropped (lxc943bedc4eaa3)","Transmit Dropped (lxc958e3c40dcda)","Transmit Dropped (lxc9b6e428e64f8)","Transmit Dropped (lxc9c44d2cefee9)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcf05a48dbfe36)","Transmit Dropped (lxcf1111066d3f9)","Transmit Dropped (lxcf6a76edb12f4)","Transmit Dropped (lxcfd79045a9c86)","Transmit Dropped (lxcffe99ab4c80b)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05f9280b1f7d)","Transmit Total (lxc0ba74fa7007d)","Transmit Total (lxc25abdb9518a6)","Transmit Total (lxc2e15697085ba)","Transmit Total (lxc351b734952bf)","Transmit Total (lxc439d18cf1dfb)","Transmit Total (lxc455426f94f9c)","Transmit Total (lxc479ad4d1b42f)","Transmit Total (lxc48fb769fcb98)","Transmit Total (lxc51649e01d43c)","Transmit Total (lxc6652d1a74bef)","Transmit Total (lxc71c73856a325)","Transmit Total (lxc75487fceda84)","Transmit Total (lxc7de18daac863)","Transmit Total (lxc943bedc4eaa3)","Transmit Total (lxc958e3c40dcda)","Transmit Total (lxc9b6e428e64f8)","Transmit Total (lxc9c44d2cefee9)","Transmit Total (lxc_health)","Transmit Total (lxcf05a48dbfe36)","Transmit Total (lxcf1111066d3f9)","Transmit Total (lxcf6a76edb12f4)","Transmit Total (lxcfd79045a9c86)","Transmit Total (lxcffe99ab4c80b)"
2023-03-11 14:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,29.5,118,0,0.0667,0.545,4.26,6.86,0.267,0.244,0.00556,2.05,0.417,0,0.539,0.0500,0,0.250,5.70,0.244,11.5,1.94,0.333,0,2.46,0,0.367,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,29.0,121,0,0.0667,0.989,4.31,7.83,0.311,0.244,0,2.68,0.333,0,0.989,0.0500,0,0.244,5.83,0.244,11.2,2.09,0.400,0,2.88,0,0.244,21.6
2023-03-11 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.87,72.7,0,0.0667,0.544,3.33,6.86,0,0.256,0,2.01,0,0,0.533,0.0500,0,0.256,6.67,0.256,12.5,0.100,0.333,0,2.39,0,0.383,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.42,73.8,0,0.0667,0.989,3.36,7.83,0,0.256,0,2.63,0,0,0.983,0.0500,0,0.256,7.04,0.256,12.5,0.200,0.400,0,2.87,0,0.256,23.7
2023-03-11 15:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.83,70.5,0,0.0667,0.544,3.33,6.84,0.0111,0.272,0,1.96,0.00555,0,0.528,0.0555,0,0.256,6.35,0.256,12.4,0.1000,0.333,0,2.44,0,0.383,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.68,72.8,0,0.0667,0.994,3.35,7.82,0.0167,0.267,0,2.67,0,0,0.978,0.0555,0,0.256,6.65,0.256,12.1,0.200,0.400,0,2.99,0,0.256,22.7
2023-03-11 15:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,7.43,66.3,0,0.0722,0.533,3.33,6.88,0.0111,0.267,0,2.25,0,0,0.544,0.0667,0,0.256,5.69,0.256,11.5,0.100,0.333,0,2.26,0,0.383,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.42,71,0,0.0667,0.983,3.34,7.85,0.0111,0.267,0,2.57,0.00556,0,0.989,0.0667,0,0.256,5.92,0.256,11.0,0.200,0.400,0,2.94,0,0.256,21.7
2023-03-11 15:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,13.3,86.2,0,0.0722,0.544,3.33,6.89,0,0.256,0,2,0,0,0.544,0.0667,0.00556,0.267,6.63,0.267,12.9,0.100,0.333,0,2.19,0,0.400,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,14.2,87.3,0,0.0667,0.989,3.34,7.86,0,0.256,0,2.61,0.00556,0,0.989,0.0667,0.00556,0.267,7.01,0.267,12.1,0.200,0.400,0,2.92,0,0.267,22.9
2023-03-11 15:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,29.5,117,0,0.0667,0.544,4.29,6.88,0.267,0.256,0,1.99,0.378,0,0.544,0.0611,0.00556,0.256,6.57,0.256,12.6,1.94,0.333,0,2.45,0,0.383,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,28.8,120,0,0.0667,0.989,4.29,7.84,0.322,0.256,0,2.57,0.333,0,0.994,0.0556,0.00556,0.256,6.93,0.256,12.3,2.09,0.400,0,2.84,0,0.256,21.0
2023-03-11 15:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.86,74.2,0,0.0667,0.533,3.33,6.88,0,0.244,0,2.16,0,0,0.545,0.0556,0,0.244,5.73,0.244,11.7,0.100,0.333,0.00556,2.59,0.00556,0.367,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.66,74.9,0,0.0667,0.989,3.33,7.85,0,0.244,0,2.65,0,0,0.989,0.0556,0,0.244,5.97,0.250,11.5,0.206,0.400,0,2.95,0,0.244,23.5
2023-03-11 15:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.94,73.8,0,0.0722,0.533,3.33,6.86,0.0111,0.233,0,2.17,0,0,0.550,0.0500,0,0.233,6.74,0.233,14.5,0.100,0.328,0.00556,2.49,0.00556,0.350,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,10.2,79.9,0,0.0722,0.989,3.34,7.83,0.0111,0.239,0,2.58,0,0,1,0.0556,0,0.239,7.01,0.239,13.6,0.206,0.394,0,2.84,0,0.233,22.4
2023-03-11 15:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.86,68.4,0,0.0722,0.544,3.33,6.91,0.0111,0.244,0,2.16,0,0,0.544,0.0500,0,0.244,6.73,0.244,12.5,0.100,0.333,0,2.23,0,0.367,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.21,72.6,0,0.0722,0.994,3.34,7.88,0.0111,0.250,0,2.59,0,0,0.994,0.0500,0,0.250,6.92,0.244,12.6,0.200,0.400,0,2.86,0,0.244,21.9
2023-03-11 15:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,11.1,81.1,0,0.0667,0.550,3.33,6.86,0,0.267,0,2.26,0,0,0.539,0.0500,0,0.267,6.12,0.267,13.3,0.100,0.333,0,2.52,0,0.400,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,12.3,86.8,0,0.0667,0.994,3.35,7.83,0,0.267,0,2.60,0,0,0.989,0.0500,0,0.267,6.19,0.267,12.6,0.200,0.400,0,2.93,0,0.267,23.7
2023-03-11 15:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0,28.8,117,0,0.0611,0.550,4.24,6.86,0.272,0.267,0,2.04,0.428,0,0.550,0.0611,0,0.267,5.96,0.267,12.0,1.95,0.328,0,2.43,0,0.405,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600,29.0,119,0,0.0611,0.988,4.32,7.83,0.344,0.267,0,2.58,0.333,0,0.999,0.0611,0,0.267,6.10,0.267,11.2,2.13,0.394,0,2.87,0,0.267,20.9
2023-03-11 15:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,8.09,72.6,0,0.0667,0.550,3.32,6.88,0,0.233,0,1.92,0,0,0.539,0.0667,0,0.233,6.60,0.233,13.5,0.1000,0.328,0,2.36,0,0.350,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.45,75.1,0,0.0667,0.994,3.34,7.84,0,0.233,0,2.76,0,0.00555,0.989,0.0667,0,0.233,6.98,0.233,12.5,0.200,0.394,0,2.89,0,0.239,23.3
2023-03-11 15:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.62,69.8,0,0.0667,0.544,3.32,6.84,0.0111,0.250,0,1.97,0,0,0.533,0.0667,0,0.256,4.71,0.256,11.2,0.100,0.322,0,2.49,0,0.383,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.99,72.8,0,0.0667,0.989,3.34,7.82,0.0111,0.256,0,2.66,0,0,0.983,0.0667,0,0.256,4.93,0.256,10.3,0.200,0.389,0,2.87,0,0.256,22.5
2023-03-11 15:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,7.58,66.7,0,0.0667,0.544,3.33,6.97,0.0111,0.256,0,2.02,0,0,0.539,0.0667,0,0.267,5.64,0.267,12.2,0.100,0.317,0,2.39,0,0.400,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.22,71.9,0,0.0667,0.994,3.33,7.94,0.0111,0.256,0,2.51,0,0,0.983,0.0667,0,0.267,5.77,0.267,11.2,0.200,0.383,0,2.78,0,0.267,21.7
2023-03-11 15:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.47,72.5,0,0.0667,0.550,3.33,6.86,0,0.267,0,2.11,0,0,0.550,0.0667,0,0.267,6.62,0.272,12.3,0.100,0.322,0,2.56,0,0.400,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.20,73.2,0,0.0667,1,3.34,7.83,0,0.267,0,2.48,0,0,0.994,0.0667,0,0.267,6.97,0.267,12.0,0.200,0.389,0,2.84,0,0.267,23.3
2023-03-11 15:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0,29.7,116,0,0.0667,0.550,4.25,6.86,0.267,0.244,0,1.99,0.417,0,0.550,0.0556,0,0.244,5.96,0.244,11.7,1.94,0.328,0,2.34,0,0.367,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,28.2,119,0,0.0667,1,4.32,7.83,0.311,0.244,0,2.62,0.333,0,0.994,0.0556,0,0.244,6.22,0.244,11.7,2.09,0.394,0.00556,2.89,0,0.244,20.8
2023-03-11 15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.55,73.0,0,0.0667,0.550,3.33,6.87,0,0.233,0,1.99,0,0,0.550,0.0500,0,0.233,6.61,0.233,12.2,0.100,0.328,0,2.32,0,0.350,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.15,72.3,0,0.0667,1.00,3.34,7.85,0,0.233,0,2.69,0,0,0.995,0.0500,0,0.233,7.02,0.233,12.0,0.200,0.394,0.00556,3.02,0,0.233,24.0
2023-03-11 15:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.41,70.0,0,0.0667,0.550,3.32,6.89,0.0111,0.244,0,2.25,0,0,0.539,0.0500,0,0.244,6.72,0.244,12.4,0.100,0.328,0,2.60,0,0.367,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.55,73.1,0,0.0667,0.995,3.34,7.86,0.0111,0.244,0,2.63,0,0,0.989,0.0500,0,0.244,6.62,0.244,12.0,0.200,0.394,0,2.94,0,0.244,22.6
2023-03-11 15:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0,8.05,67.1,0,0.0666,0.544,3.32,6.94,0.0111,0.244,0,2.08,0,0,0.544,0.0500,0,0.244,6.77,0.244,13.9,0.0999,0.333,0,2.53,0,0.366,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,9.60,76.3,0,0.0666,0.988,3.34,7.92,0.0111,0.244,0,2.54,0,0,0.994,0.0500,0,0.244,7.03,0.244,12.8,0.200,0.400,0,2.92,0,0.244,21.7
2023-03-11 15:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.54,72.7,0,0.0667,0.539,3.33,6.84,0,0.256,0,2.12,0,0,0.544,0.0500,0,0.256,6.73,0.256,13.1,0.100,0.333,0,2.48,0,0.383,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.93,74.7,0,0.0722,0.989,3.34,7.82,0,0.256,0,2.62,0,0,0.994,0.0500,0,0.256,7.07,0.256,12.2,0.200,0.400,0,2.87,0,0.256,23.5
2023-03-11 15:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,31.2,117,0,0.0778,0.550,4.26,6.88,0.267,0.244,0,2.03,0.411,0,0.533,0.0611,0,0.244,5.66,0.244,13.3,1.94,0.333,0,2.38,0,0.367,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,30.6,126,0,0.0833,0.994,4.33,7.84,0.339,0.244,0,2.55,0.333,0,0.983,0.0611,0,0.244,5.95,0.244,12.9,2.16,0.400,0,2.82,0,0.244,21.0
2023-03-11 15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.86,71.4,0,0.0833,0.550,3.32,6.86,0,0.256,0,2.07,0,0,0.545,0.0667,0,0.256,5.83,0.256,11.7,0.100,0.333,0,2.47,0,0.383,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,8.42,72.7,0,0.0833,1.00,3.36,7.83,0,0.256,0,2.57,0,0,0.995,0.0667,0,0.256,6.08,0.256,11.6,0.200,0.400,0,2.87,0,0.256,22.3
2023-03-11 15:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0.00555,8.64,73.4,0,0.0722,0.544,3.33,6.94,0.0111,0.278,0,2.26,0,0,0.544,0.0666,0,0.255,6.67,0.255,13.9,0.0999,0.333,0,2.77,0,0.383,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555,0.633,9.81,79.9,0,0.0722,0.994,3.35,7.92,0.0111,0.278,0,2.59,0,0,0.988,0.0666,0,0.255,7.05,0.255,13.3,0.200,0.400,0,2.87,0,0.255,22.7
